episode,score,loss,ep_length,action_0,action_1,action_2,action_3,action_4,shark_dist_avg
241,52.4595,1.001542,959,162,244,217,142,194,201.41
242,370.2466,1.281358,3566,738,616,628,895,689,219.02
243,-65.1009,0.82812,709,166,102,133,170,138,349.39
244,130.5961,1.622518,1404,248,252,399,219,286,520.59
245,-40.6612,1.003655,33,8,6,7,6,6,481.77
246,267.962,0.764855,1834,366,341,323,496,308,355.02
247,156.8497,1.300805,586,95,99,158,98,136,298.38
248,546.5231,2.951453,3936,690,641,740,1131,734,219.77
249,16.4876,2.105881,651,160,112,131,137,111,184.22
250,-39.8576,1.909354,35,6,12,3,6,8,638.14
251,19.4317,1.70964,841,149,137,162,251,142,214.04
252,-6.777,1.586826,555,100,117,115,117,106,254.29
253,83.905,1.169926,1401,258,262,246,333,302,212.14
254,-210.249,1.43543,1835,319,358,508,367,283,230.55
255,388.5705,0.852838,4416,931,812,847,986,840,259.64
256,828.8471,1.833778,5936,1168,1008,1264,1263,1233,327.53
257,148.84,1.523696,1163,203,233,246,240,241,486.77
258,570.9884,1.989824,9505,1826,1809,2234,1821,1815,284.22
259,-25.4766,1.608738,60,10,6,13,18,13,79.59
260,52.6949,1.462685,554,167,84,79,143,81,745.1
261,1138.5545,0.750137,9886,1983,1907,2241,1953,1802,295.16
262,-324.2841,1.172895,547,138,112,123,85,89,120.07
263,-89.5187,1.837707,1354,336,225,272,278,243,333.89
264,260.4195,1.67746,3500,733,694,757,674,642,253.81
265,-41.8785,1.56756,49,6,18,6,9,10,270.47
266,320.7834,1.269053,1792,336,316,424,328,388,275.11
267,-46.6555,1.695636,192,37,44,33,48,30,105.1
268,389.3669,1.033997,2398,534,480,529,418,437,390.36
269,162.6741,1.492204,679,112,130,96,187,154,260.13
270,216.8979,1.241291,2302,481,426,392,604,399,364.16
271,175.7304,1.368079,900,166,147,210,153,224,384.04
272,-43.4919,1.289826,105,19,17,13,34,22,118.09
273,127.3463,1.513863,2348,462,451,551,420,464,518.16
274,-36.5254,2.379569,870,149,186,177,198,160,258.4
275,311.2681,1.771595,2348,410,482,402,620,434,184.31
276,79.3253,1.061545,941,169,199,189,218,166,194.28
277,65.1273,1.194843,1447,300,293,362,249,243,147.06
278,-5.911,1.339327,441,77,71,86,134,73,142.75
279,322.6751,2.1202,2743,638,493,553,522,537,350.84
280,-5.734,1.813192,812,151,137,192,160,172,454.28
281,-74.8122,1.65024,1112,247,251,276,175,163,295.28
282,166.6539,1.472497,1963,344,385,491,385,358,323.47
283,-215.1924,1.207583,1278,236,223,328,224,267,270.75
284,364.4387,1.515724,2629,557,497,552,518,505,362.45
285,123.2326,1.402322,1165,246,236,254,181,248,185.25
286,28.4912,1.428087,499,90,91,135,95,88,282.05
287,191.5345,1.602494,2123,422,383,506,398,414,393.05
288,-67.4478,1.677835,251,38,40,37,66,70,164.13
289,-230.1819,1.852287,882,199,204,227,109,143,198.28
290,-36.8109,1.484228,2303,463,503,553,409,375,500.48
291,24.6464,1.109385,1572,346,274,348,326,278,219.28
292,88.7461,1.608012,2772,560,538,676,536,462,237.57
293,-14.2598,1.219641,797,200,120,122,190,165,227.91
294,39.7354,1.099164,405,65,82,66,76,116,322.9
295,-210.0169,1.027271,1080,203,226,208,236,207,507.2
296,48.4785,1.599658,512,94,110,109,70,129,255.32
297,155.8204,1.304451,1782,352,363,436,309,322,310.92
298,-107.3949,1.604237,1391,224,320,240,309,298,296.81
299,-10.0,1.436438,1,0,0,0,0,1,26.17
300,-29.203,1.424506,19,6,6,1,2,4,709.42
301,286.3127,1.294893,1146,209,191,210,245,291,357.16
302,129.4597,1.170205,1487,282,282,319,271,333,211.09
303,278.027,1.61723,1180,223,237,280,208,232,467.55
304,-12.4223,1.350171,376,58,92,55,120,51,544.67
305,686.4394,1.527797,5084,1005,971,961,1228,919,213.46
306,516.9675,0.972703,7317,1496,1418,1725,1308,1370,293.97
307,-0.6591,1.518878,701,137,122,195,114,133,197.87
308,-25.2668,1.654718,325,71,66,69,66,53,117.49
309,381.2357,1.1769,3481,741,605,888,639,608,215.63
310,-72.4078,1.389212,696,162,117,183,113,121,666.25
311,-16.0632,1.297729,20,2,4,2,4,8,56.96
312,-196.2753,1.453002,1618,341,318,395,281,283,461.16
313,-66.8904,1.282554,475,101,81,115,89,89,506.39
314,-244.2363,1.286069,657,135,134,142,138,108,327.13
315,236.2778,1.51848,2555,501,473,721,438,422,245.59
316,551.2309,3.813092,5660,1081,1166,995,1331,1087,377.57
317,85.1175,1.567856,2271,444,484,608,353,382,352.0
318,455.9129,1.601587,4044,687,813,695,1078,771,300.03
319,417.1184,1.506905,4934,844,977,1047,1159,907,210.75
320,114.8931,1.432767,3386,691,637,909,565,584,203.53
321,-21.2333,1.215897,22,7,1,4,0,10,70.94
322,-395.9343,0.920309,4373,956,951,790,1015,661,422.08
323,99.0159,1.305951,3498,647,737,555,970,589,361.56
324,135.4518,1.356141,2020,378,325,561,356,400,278.82
325,-55.6037,1.292964,2341,417,493,335,692,404,190.56
326,-17.6809,1.244028,2828,553,535,774,483,483,270.03
327,-79.8515,1.006928,729,139,144,167,117,162,153.29
328,497.6089,1.099603,3032,576,561,799,556,540,303.04
329,293.2076,1.855668,1989,379,339,357,493,421,295.6
330,4.9121,1.226424,2872,609,571,691,508,493,291.02
331,-10.0,1.265958,1,0,0,0,0,1,41.05
332,264.3447,1.157898,2371,528,487,542,406,408,370.94
333,293.8416,0.647248,2458,421,435,744,418,440,303.83
334,-221.3541,1.173897,2397,511,513,593,385,395,324.13
335,53.2104,1.00393,604,84,132,97,188,103,608.12
336,705.1218,0.997622,3686,669,690,893,738,696,354.19
337,180.3071,1.182162,2174,423,395,548,354,454,325.45
338,205.8976,1.080627,2063,377,380,648,290,368,255.21
339,-20.267,1.40214,11,3,0,3,2,3,652.56
340,337.5304,1.083984,2576,486,467,638,461,524,267.2
341,459.4743,1.583268,3704,741,714,827,833,589,299.28
342,-312.7472,1.223811,1826,464,341,301,439,281,224.2
343,-39.3588,0.970689,1198,261,213,164,358,202,300.32
344,155.3237,1.023095,1624,278,310,349,422,265,290.7
345,126.5811,1.075382,1111,205,190,223,231,262,253.9
346,-152.522,1.169582,399,103,56,78,87,75,103.16
347,88.4824,0.772749,579,147,82,141,74,135,235.47
348,285.4623,1.097958,5814,1077,1130,1213,1290,1104,210.39
349,41.0331,1.130408,1086,209,177,238,282,180,241.98
350,282.4859,1.265584,3361,653,575,849,646,638,283.33
351,-302.9621,1.010105,2028,395,355,467,457,354,178.91
352,395.8441,1.16769,3904,807,761,980,718,638,261.39
353,98.4262,1.000573,1001,206,211,251,157,176,349.66
354,253.9648,1.118896,3651,695,610,982,612,752,341.55
355,-23.9449,0.975538,2027,384,402,347,496,398,348.28
356,48.5921,0.954042,1291,266,254,276,296,199,442.1
357,384.983,0.908101,3117,656,570,819,561,511,348.29
358,-175.2374,0.940464,2553,563,468,492,592,438,227.12
359,96.2673,0.950207,1854,317,303,308,599,327,285.56
360,820.2826,0.921863,7751,1469,1476,1673,1773,1360,271.46
361,63.035,1.03949,1882,438,297,488,339,320,302.7
362,375.1045,0.946907,4723,917,905,1114,958,829,402.31
363,-10.0,0.938676,1,0,0,0,0,1,38.29
364,112.3697,0.874552,4003,849,766,1113,596,679,350.73
365,637.7911,0.981543,4196,839,891,677,1063,726,323.43
366,555.8478,0.875965,5269,963,1010,995,1226,1075,341.12
367,-14.896,0.871286,245,59,38,44,43,61,674.58
368,261.7101,0.839189,852,129,142,125,231,225,367.24
369,158.1762,0.840732,1644,344,318,400,272,310,485.51
370,134.4912,0.866938,2756,603,561,452,676,464,359.63
371,140.3213,0.984626,2194,381,465,573,363,412,482.59
372,397.564,0.857333,4093,805,755,801,940,792,233.13
373,257.807,0.969412,4538,928,910,1049,873,778,260.58
374,679.7914,1.038021,4101,800,832,901,743,825,313.03
375,-51.6127,1.032396,1974,388,383,288,580,335,324.48
376,214.5373,0.997397,3101,598,669,719,528,587,308.07
377,145.348,0.916067,1589,323,279,408,260,319,231.81
378,588.2203,0.826298,3243,596,589,596,755,707,270.36
379,287.7687,1.016884,3127,679,548,746,493,661,306.74
380,306.2777,1.035102,4490,1012,883,787,1006,802,307.73
381,427.8926,0.911559,3666,698,591,909,672,796,216.73
382,355.8234,0.990435,4508,889,775,962,907,975,286.03
383,-51.1192,0.824056,2032,393,400,493,370,376,213.0
384,330.6081,1.049451,2748,517,560,448,617,606,331.22
385,46.7784,1.173464,2759,575,544,669,465,506,278.13
386,-70.768,1.119723,4362,831,796,880,1022,833,287.54
387,163.9239,1.067838,1617,329,297,269,443,279,274.55
388,52.4643,1.015081,858,144,160,143,168,243,282.16
389,255.6013,0.932587,3260,708,603,739,662,548,319.37
390,17.4279,1.066951,580,113,90,131,117,129,156.92
391,819.374,1.082444,8725,1749,1686,1717,1704,1869,246.33
392,-44.1867,1.190589,5290,1117,953,1086,1104,1030,256.17
393,260.9472,1.136906,1451,230,273,275,275,398,241.47
394,626.8668,1.038886,5457,1082,1104,1162,1082,1027,381.69
395,91.6722,0.932061,716,145,143,115,133,180,140.77
396,-33.3258,1.45999,126,17,27,39,25,18,61.33
397,1981.9117,1.065705,12693,2467,2366,2550,2658,2652,304.78
398,-153.0211,0.971332,1814,371,418,291,418,316,169.42
399,309.6545,0.827624,3115,593,642,437,930,513,377.74
400,-248.9387,1.064112,997,226,216,196,157,202,354.64
401,590.1539,1.031537,5026,1016,938,965,1157,950,274.32
402,82.7913,1.184841,2453,580,455,450,556,412,535.02
403,61.5425,1.221405,573,99,99,86,132,157,539.36
404,107.8343,1.108528,1477,285,281,210,403,298,421.49
405,126.3216,1.04361,1837,401,370,356,390,320,376.86
406,-96.4522,1.188518,94,9,20,29,23,13,686.19
407,254.2626,1.090918,2587,482,486,362,773,484,283.58
408,77.8973,0.877007,647,135,131,153,136,92,414.73
409,-12.8111,0.869838,570,130,126,109,92,113,209.85
410,-20.547,1.046764,400,86,59,68,86,101,200.11
411,-95.8777,1.083829,2063,426,402,295,621,319,433.18
412,559.3188,1.027008,2963,528,558,487,647,743,292.89
413,-162.2836,0.972984,1269,255,236,276,235,267,183.35
414,-13.8751,1.184628,4,1,1,0,0,2,621.73
415,306.3131,1.140743,3340,770,650,669,660,591,287.28
416,51.9244,0.994577,440,84,96,94,90,76,678.64
417,-76.6444,0.998624,174,33,24,62,29,26,623.76
418,300.3434,0.770473,3063,610,649,456,769,579,230.14
419,141.6926,0.497299,1873,419,344,354,427,329,462.16
420,59.0277,1.038747,2783,485,568,425,744,561,230.48
421,180.5149,1.011027,760,128,102,189,141,200,340.57
422,74.6059,1.060664,856,155,135,166,255,145,203.31
423,322.9826,1.297302,3407,646,649,504,968,640,296.22
424,691.9654,0.891474,5755,1020,1216,998,1430,1091,251.79
425,490.7509,1.000149,4112,915,835,925,798,639,452.35
426,-12.4642,1.014422,60,5,24,7,11,13,55.08
427,-14.1028,1.030706,4,0,2,1,0,1,607.2
428,198.5879,0.794031,3290,636,649,475,930,600,394.08
429,98.7741,1.072536,2898,535,579,415,844,525,290.61
430,58.9726,0.988408,1807,381,308,335,463,320,274.14
431,-71.19,1.125577,160,26,54,33,21,26,724.08
432,-122.512,1.048753,630,116,118,128,181,87,269.75
433,730.3656,0.997553,6463,1180,1112,1206,1616,1349,299.11
434,113.794,1.123602,4145,714,850,750,1046,785,327.43
435,-9.3147,0.718646,571,172,72,73,129,125,100.28
436,-12.2477,1.182064,22,7,2,3,5,5,59.14
437,286.7277,1.038616,3910,792,719,643,1126,630,406.81
438,303.1599,0.950463,3311,567,675,604,835,630,397.15
439,-13.4729,1.393379,23,2,4,6,4,7,61.26
440,81.8848,1.175207,394,73,53,58,154,56,237.39
441,14.2085,0.887421,1150,221,231,296,190,212,154.1
442,116.8268,1.064417,3889,698,714,659,1162,656,228.62
443,-27.1341,1.161323,41,5,12,7,4,13,80.3
444,837.8499,1.200373,8222,1673,1479,1549,1655,1866,280.05
445,584.872,1.199501,4915,843,1183,863,1034,992,248.36
446,-27.1876,1.324143,735,192,135,139,170,99,243.64
447,90.5875,1.203789,2209,377,464,400,547,421,217.94
448,122.9835,1.224817,1775,384,376,320,370,325,191.25
449,119.0785,1.109828,627,109,74,108,171,165,510.48
450,949.0739,1.258652,6504,1238,1292,1258,1451,1265,281.81
451,610.0529,1.159683,6453,1386,1068,1473,1255,1271,266.67
452,911.6449,1.093168,7029,1335,1484,1139,1631,1440,281.97
453,-33.3823,2.171734,3817,945,790,772,681,629,336.7
454,290.1817,1.019697,1242,234,217,238,231,322,342.49
455,403.5474,1.036209,3551,761,658,598,880,654,371.92
456,887.7835,0.972242,6354,1199,1300,1232,1282,1341,238.62
457,536.4032,1.208107,6409,1377,1407,1314,1172,1139,293.79
458,790.7472,1.105664,5057,909,973,1168,953,1054,337.0
459,-119.2101,1.230361,2108,592,401,373,342,400,288.59
460,978.2412,0.992633,5699,1276,1137,1120,1246,920,343.76
461,-54.1839,1.045759,414,117,110,86,48,53,197.83
462,600.9277,0.949479,3261,597,553,796,613,702,350.17
463,230.7436,1.123621,3342,686,683,528,892,553,309.57
464,89.1068,1.080328,2417,492,450,533,559,383,256.73
465,-13.5856,1.004781,17,3,9,2,0,3,54.82
466,58.0201,1.027481,2142,470,300,346,619,407,287.88
467,827.1266,0.971789,5601,1231,1016,1119,1222,1013,358.01
468,81.1586,1.324355,1871,380,314,336,366,475,193.93
469,314.4946,1.321437,2717,547,648,561,550,411,391.85
470,525.9853,1.269041,4438,851,882,872,998,835,327.29
471,-311.9422,1.154702,464,109,155,66,69,65,90.32
472,1950.9398,1.115323,13056,2591,2402,2708,2624,2731,316.0
473,120.449,0.874531,2924,646,549,751,514,464,322.13
474,-206.2567,0.904495,2287,493,478,599,411,306,290.96
475,-282.9959,0.936078,2329,531,474,408,463,453,307.24
476,129.2735,0.919687,4650,927,911,1095,926,791,284.9
477,61.8556,0.865745,1099,212,245,231,189,222,121.72
