episode,score,loss,ep_length,action_0,action_1,action_2,action_3,action_4,shark_dist_avg
50,524.5401,2.697129,5630,1124,1218,1093,1109,1086,293.36
51,-170.3349,2.681644,2642,533,535,538,498,538,400.72
52,-72.6348,2.763255,1012,201,212,190,211,198,351.88
53,208.7428,2.845198,1966,375,397,356,451,387,289.62
54,-177.4811,3.586191,1131,246,242,216,226,201,221.01
55,-77.0788,2.848834,307,56,57,67,61,66,212.47
56,655.3133,3.394716,5436,1094,1138,1044,1078,1082,319.87
57,143.7809,2.787031,1003,207,188,218,184,206,301.58
58,101.2487,2.966421,1408,298,299,285,270,256,515.36
59,468.5909,3.365645,3760,771,787,752,737,713,238.18
60,468.1612,3.144156,3610,790,750,686,693,691,345.97
61,925.6115,3.792471,7021,1399,1472,1391,1440,1319,364.52
62,486.1365,3.49474,3512,681,763,703,684,681,246.43
63,35.2208,3.813183,3158,662,636,656,638,566,333.95
64,54.3226,3.404663,1079,226,224,218,209,202,197.58
65,63.3947,4.791741,1547,312,290,316,324,305,384.91
66,202.0282,3.794658,2672,574,505,596,529,468,418.51
67,84.1833,4.320789,1387,292,279,276,257,283,291.64
68,422.9952,3.731875,2896,595,563,613,595,530,377.83
69,56.1338,3.980621,1617,313,329,316,354,305,347.97
70,45.4394,3.752896,1723,382,337,333,340,331,339.72
71,161.5926,3.640069,1387,268,280,317,243,279,223.62
72,-11.5158,3.485279,866,203,174,168,173,148,589.61
73,156.1715,3.426659,2773,545,602,539,583,504,367.56
74,623.0212,3.885784,4768,942,984,1045,894,903,395.63
75,288.8369,3.801132,2194,434,473,467,387,433,245.3
76,-51.0996,3.760836,141,31,21,32,35,22,130.31
77,75.7085,2.955396,1531,319,298,313,304,297,278.3
78,-97.8213,3.077948,2911,617,617,606,550,521,283.64
79,-152.4273,3.374814,345,70,72,88,64,51,330.34
80,289.6383,3.553322,2392,457,469,542,432,492,368.71
81,51.7079,3.035758,2641,541,550,505,547,498,373.24
82,267.4408,3.756062,3029,630,572,583,603,641,390.25
83,237.1509,3.497327,2484,468,521,514,481,500,364.3
84,213.7029,3.422779,2052,403,414,435,412,388,296.54
85,112.148,3.472675,2404,467,507,537,450,443,229.15
86,-11.684,3.08115,404,91,79,73,87,74,308.9
87,86.073,3.277339,1336,277,253,285,252,269,423.64
88,47.0975,2.806642,1438,288,297,297,288,268,616.53
89,157.0174,3.924715,2156,413,375,487,455,426,286.51
90,162.7866,2.997081,1638,323,323,324,316,352,237.21
91,-157.4769,3.063774,2026,377,444,347,507,351,272.12
92,72.0239,3.575375,1102,219,240,233,197,213,215.45
93,-81.2486,3.60936,973,197,211,191,195,179,113.09
94,-41.2514,3.37911,403,92,76,82,70,83,291.52
95,129.6141,2.658038,1676,312,347,364,320,333,434.9
96,-79.9599,3.67073,184,50,37,22,41,34,90.9
97,342.8383,3.122181,2727,582,509,537,574,525,322.16
98,17.9666,3.061512,1796,342,362,339,422,331,415.5
99,-151.486,2.064182,376,85,88,61,70,72,361.66
100,43.9986,2.112602,373,58,77,72,75,91,295.33
101,215.6319,2.795071,2583,517,529,494,557,486,330.35
102,202.64,2.610784,2731,565,517,666,471,512,243.89
103,-3.6586,2.267204,1179,253,227,254,216,229,187.32
104,-31.9854,2.509417,1257,255,256,286,233,227,506.71
105,54.749,2.199759,1055,223,212,212,219,189,274.84
106,274.5006,2.529897,5013,987,974,1001,1117,934,332.2
107,112.9729,2.310918,665,139,140,163,115,108,433.24
108,-121.1502,2.356825,2268,480,441,497,387,463,474.64
109,46.8991,2.513481,653,133,143,145,101,131,384.97
110,-160.5302,2.211595,2012,395,383,414,450,370,424.66
111,-128.3102,2.155427,135,26,26,24,25,34,608.55
112,47.0802,2.040309,1360,234,272,299,326,229,266.57
113,1.0145,2.167023,600,114,112,146,112,116,631.8
114,437.3367,2.266348,4418,803,836,753,1201,825,364.48
115,84.4572,2.009564,1721,329,361,382,320,329,296.31
116,-37.491,2.289915,876,188,206,159,161,162,534.01
117,84.8997,2.439039,1199,212,247,215,301,224,329.94
118,54.2003,2.121761,911,178,176,198,169,190,595.27
119,513.3947,2.190877,3824,770,697,867,802,688,263.0
120,156.1496,2.204842,2279,447,462,449,496,425,339.12
121,38.9554,1.824898,871,174,158,164,190,185,402.09
122,96.244,1.790348,561,105,105,83,153,115,236.4
123,-74.4938,1.736675,635,141,133,94,134,133,119.08
124,-50.9011,1.989709,154,31,30,35,27,31,137.44
125,-178.9648,2.39178,1092,231,194,258,210,199,580.48
126,92.3952,2.267217,3737,713,721,709,936,658,373.32
127,76.4913,3.204645,730,157,158,122,158,135,313.73
128,-149.9147,1.885263,474,106,90,79,98,101,373.67
129,149.4627,2.253184,2260,439,459,445,495,422,232.17
130,-84.1833,1.526767,112,24,21,15,23,29,288.19
131,-39.2014,2.466897,1734,315,327,433,311,348,440.37
132,625.3982,2.320654,5495,1103,1060,1237,1072,1023,324.8
133,262.9426,1.990662,1500,296,289,329,268,318,329.17
134,82.3238,2.261418,4455,889,902,944,913,807,308.08
135,120.5362,3.438711,2978,592,608,587,627,564,301.68
136,318.0782,2.585909,1552,287,291,310,347,317,319.05
137,-150.7328,2.678329,4973,946,998,1226,917,886,224.33
138,-0.6488,2.690616,742,161,144,125,184,128,438.16
139,210.6166,2.971378,2263,468,420,597,404,374,377.42
140,696.4326,2.44208,7085,1303,1321,1453,1747,1261,356.22
141,559.7037,2.67066,3153,595,639,745,600,574,271.8
142,146.8114,2.251383,1908,371,359,482,333,363,592.0
143,444.9213,2.17962,3005,601,552,663,568,621,224.45
144,-46.5831,1.401053,32,3,5,10,9,5,56.59
145,385.8995,2.727729,3380,601,620,631,931,597,364.65
146,-21.2466,3.46879,451,75,99,78,123,76,122.34
147,920.8584,2.713592,9116,1766,1709,2075,1859,1707,321.56
148,65.0714,2.786462,1841,387,316,378,439,321,387.53
149,401.9505,2.529693,3951,714,823,879,804,731,349.0
150,467.7788,2.512774,2863,566,513,694,545,545,382.57
151,118.7295,3.038676,1981,405,369,375,472,360,246.8
152,199.1475,3.455973,1487,291,328,360,240,268,192.83
153,164.5697,3.499044,1596,316,285,459,273,263,243.5
154,-136.5396,2.320739,358,70,80,58,94,56,415.48
155,607.2714,3.135719,5380,1061,1054,1169,1157,939,276.82
156,-74.718,3.307026,1158,226,241,185,311,195,257.26
157,-42.129,3.030069,476,97,76,87,113,103,465.49
158,224.6883,3.046301,3045,621,634,497,714,579,263.28
159,94.3621,2.540082,1366,269,259,343,254,241,216.72
160,84.017,3.162959,863,132,191,194,178,168,281.03
161,216.7341,3.597177,3180,606,650,743,601,580,404.34
162,525.6086,2.81097,4285,792,805,926,1029,733,300.1
163,117.3713,3.372063,1623,330,319,344,305,325,262.53
164,1036.8387,3.405115,8323,1547,1645,2021,1662,1448,273.94
165,229.6309,3.350265,2497,485,430,486,669,427,361.12
166,-667.3677,3.591128,5165,1069,1008,907,1321,860,337.7
167,459.1868,3.235548,4145,774,845,952,751,823,275.36
168,-52.5606,2.2031,613,119,130,114,110,140,551.02
169,102.3925,2.639863,1565,298,328,242,409,288,254.88
170,-40.527,4.154967,2043,396,373,425,516,333,498.23
171,495.2737,3.544038,3857,717,759,692,1021,668,333.01
172,-46.9556,3.839755,1217,229,220,188,387,193,554.83
173,-257.2268,5.983648,2201,442,421,586,340,412,187.85
174,-34.1827,8.250526,93,17,31,21,10,14,165.14
175,416.4885,3.884568,2751,490,480,484,790,507,419.93
176,181.5188,3.870894,2311,410,423,420,667,391,469.88
177,106.9485,3.706497,4423,796,799,840,1234,754,421.11
178,-39.7174,4.966461,1477,259,293,254,437,234,400.14
179,140.4522,3.770858,1792,333,342,390,441,286,417.84
180,154.2053,4.113707,2149,427,437,486,386,413,415.16
181,-53.3535,3.639874,401,74,57,126,78,66,703.08
182,116.3504,3.626352,1396,229,284,388,246,249,232.69
183,473.8443,3.654966,3876,752,756,821,824,723,209.9
184,133.0918,5.152865,1639,288,363,429,281,278,325.34
185,597.4725,4.483157,4340,812,780,1096,923,729,239.24
186,164.023,4.306665,2560,563,504,441,610,442,269.31
187,-130.9625,5.461655,3048,613,659,749,502,525,264.84
188,686.8953,5.568302,5106,962,956,1150,1201,837,348.41
189,282.3133,5.473171,2610,496,524,699,449,442,169.69
190,26.3213,4.715248,2136,443,428,537,361,367,207.37
191,-73.6814,3.615279,559,122,109,128,106,94,326.27
192,772.273,7.133548,7417,1359,1324,2199,1273,1262,350.73
193,243.1452,4.883348,2366,456,458,399,616,437,247.69
194,-13.8288,4.846637,5336,968,1008,1057,1418,885,402.44
195,699.0749,4.511954,7887,1530,1446,1505,2028,1378,303.65
196,-92.5708,12.038542,62,10,19,15,9,9,302.46
197,-183.3073,5.348826,1819,343,354,292,546,284,622.72
198,189.9924,6.299111,2451,440,446,715,430,420,220.34
199,45.6741,6.09186,1920,382,340,548,332,318,393.23
200,269.526,4.451579,2369,413,430,401,682,443,435.45
201,124.1577,5.525019,2271,398,445,447,589,392,347.99
202,-64.118,5.822756,1609,285,294,442,282,306,322.52
203,-63.042,3.132917,710,143,141,163,129,134,324.05
204,640.2644,5.764263,7243,1420,1423,1509,1658,1233,257.81
205,82.3504,5.478737,1140,193,172,371,206,198,384.29
206,-106.0149,5.667744,1662,324,310,493,272,263,380.6
207,850.5237,6.287796,5336,1002,970,1303,1147,914,233.98
208,-48.0563,7.838104,317,71,46,84,55,61,394.1
209,70.8559,5.011732,813,177,144,216,131,145,558.18
210,125.5406,4.870641,2964,568,555,864,467,510,210.33
211,338.513,5.685662,5562,1086,991,1647,926,912,509.78
212,-113.1026,5.782233,4312,857,869,926,936,724,274.1
213,939.8424,5.121684,7920,1506,1436,2335,1311,1332,239.11
214,-333.3212,5.3017,1403,345,264,310,242,242,147.68
215,84.3198,8.764085,2889,598,527,743,512,509,180.15
216,191.4821,4.931771,4820,937,955,1394,773,761,421.66
217,186.7706,5.602879,2342,426,447,428,641,400,439.57
218,81.2237,4.586122,1162,205,207,182,397,171,497.83
219,-232.3089,6.900207,1983,389,383,439,479,293,362.66
220,294.3336,5.731989,2709,482,473,433,891,430,307.64
221,19.4018,6.329418,1112,218,207,295,202,190,168.27
222,-2.3288,5.960036,1304,271,253,275,226,279,272.73
223,-2.7395,4.417006,1498,294,322,383,251,248,444.91
224,-77.8163,4.236123,345,49,92,43,100,61,457.74
225,-54.5173,6.253157,972,181,173,172,281,165,463.88
226,112.4312,5.667983,2486,504,452,405,744,381,509.41
227,64.0431,6.722234,2662,529,549,688,455,441,211.79
228,10.8949,5.660581,832,171,186,160,188,127,289.68
229,-90.3666,1.661273,511,83,104,80,167,77,683.5
230,-147.5085,7.190837,3022,586,675,670,504,587,319.5
231,-594.1711,7.726996,918,161,185,167,229,176,599.9
232,727.6686,6.465266,8352,1684,1585,2044,1653,1386,361.54
233,-32.2491,8.242308,572,102,105,93,168,104,477.82
234,48.241,5.121147,1224,242,253,181,359,189,548.97
235,89.3777,4.048206,1518,323,330,310,268,287,422.52
236,-123.7977,5.767676,1715,342,346,375,368,284,273.61
237,52.6818,9.215581,2059,376,422,541,361,359,227.67
238,1278.9377,5.338985,15097,2943,2950,3830,2755,2619,271.97
239,231.8306,3.524203,2107,388,367,381,574,397,313.71
240,33.9371,3.923252,821,141,133,128,268,151,473.22
241,1714.8152,4.574123,13569,2639,2627,3360,2620,2323,370.83
242,-273.8896,2.881084,968,231,164,164,216,193,246.62
243,160.3869,5.036627,3069,563,629,747,580,550,451.47
244,573.8081,4.144452,6673,1288,1226,1725,1323,1111,277.3
245,147.0957,3.879489,5057,938,937,1402,858,922,292.42
246,215.4051,5.04488,1610,294,321,404,336,255,308.5
247,219.8697,3.163803,4125,849,765,1176,664,671,218.49
248,114.2662,3.451636,2259,427,429,658,384,361,442.06
249,362.7697,3.720289,2824,574,581,490,681,498,245.64
250,910.4438,3.65681,11474,2209,2248,2127,2797,2093,306.73
251,-79.3729,1.22508,61,9,17,11,13,11,483.85
252,609.1325,3.253276,6981,1381,1499,1190,1632,1279,357.95
253,151.9507,3.204129,1600,280,314,313,382,311,303.49
254,224.9245,2.18877,2328,469,440,424,571,424,425.03
255,543.4985,2.10354,4636,995,888,800,1105,848,361.24
256,731.3632,1.981258,7576,1653,1564,1690,1417,1252,262.58
257,420.0618,2.125808,3145,585,649,558,832,521,284.48
258,176.0136,2.113078,2250,411,408,629,372,430,406.07
259,-21.2227,1.823455,1308,235,286,215,327,245,251.3
260,708.2156,2.010734,7007,1503,1359,1679,1182,1284,410.43
261,-115.1851,1.338748,773,140,169,120,172,172,306.55
262,389.5895,1.556809,3006,634,646,528,701,497,355.19
263,125.9238,1.821524,5120,1059,1077,1173,862,949,403.4
264,-12.0269,1.267217,581,127,122,94,109,129,462.86
265,736.5241,1.741182,5335,1086,1134,1004,1176,935,389.5
266,275.6116,1.682752,2878,571,583,472,766,486,318.3
267,511.7658,1.676997,3237,630,658,579,848,522,293.27
268,209.3586,1.853851,1997,411,422,391,372,401,228.93
269,-251.5934,2.10144,2299,444,473,447,438,497,320.17
270,1027.1588,1.702084,7390,1554,1457,1270,1724,1385,322.54
271,35.5246,1.521129,766,130,151,147,174,164,412.04
272,941.7244,1.468796,7855,1635,1505,2014,1392,1309,377.48
273,521.3982,1.782992,10651,2199,2308,2435,1861,1848,344.65
274,1344.7838,1.608638,10573,2111,2119,2296,2051,1996,287.31
275,608.7972,1.515997,9007,1729,1972,1737,1880,1689,312.9
276,58.1183,1.830886,3576,709,775,715,689,688,323.82
277,204.042,1.582037,3829,764,738,703,923,701,324.97
278,448.0821,1.57968,3260,704,709,554,729,564,282.93
279,1514.6862,1.649587,10054,2078,1953,1969,2121,1933,316.28
280,84.0298,1.400538,2593,472,540,473,666,442,474.34
281,89.3184,1.100808,994,252,155,208,205,174,555.9
282,-66.778,1.224348,521,109,98,82,101,131,380.46
283,229.0954,1.285038,4643,992,865,911,1011,864,277.43
284,296.3648,1.445808,3491,678,712,841,673,587,238.26
285,-114.9619,2.80735,231,52,56,33,53,37,338.41
286,265.2266,1.805483,5836,1195,1208,957,1371,1105,361.82
287,522.4647,1.458353,9172,1746,1746,1583,2455,1642,303.49
288,771.8635,1.373153,5707,1098,1091,1391,1093,1034,281.22
289,-345.3245,1.600395,3870,856,727,754,899,634,295.62
290,1170.9591,1.323236,9141,1745,1757,1882,2140,1617,299.07
291,171.5511,1.929346,1756,294,328,374,419,341,317.96
292,821.0247,1.480588,5511,1072,1178,1095,1098,1068,328.21
293,635.8207,1.218621,7775,1502,1587,1604,1662,1420,258.06
294,-277.1693,1.497576,4554,951,1003,820,1060,720,211.68
295,47.8077,1.423464,3903,854,733,870,793,653,299.12
296,284.2766,1.575916,5148,990,1032,1068,1106,952,336.24
297,76.3687,1.404649,7439,1520,1444,1644,1573,1258,409.37
298,384.7467,1.257942,3869,700,826,738,802,803,471.13
299,215.939,1.558507,1549,352,256,457,231,253,305.37
300,-11.8071,1.18733,457,114,91,70,105,77,635.69
301,236.3508,1.174545,2948,567,563,772,490,556,442.56
302,-41.8773,0.926702,517,104,97,116,110,90,453.81
303,208.3422,1.282874,3100,600,564,675,641,620,345.2
304,108.6424,0.852987,653,119,104,174,120,136,328.84
305,445.5264,1.548687,2653,568,475,527,555,528,384.55
306,-167.5607,1.168399,319,78,62,56,65,58,491.71
307,112.7733,1.613334,3735,1072,642,654,789,578,373.9
308,54.2016,1.252029,5636,1130,1040,1491,1010,965,451.42
309,-317.3581,1.53886,3240,732,604,611,616,677,341.2
310,170.8538,1.395483,7983,1655,1658,1836,1498,1336,414.58
311,1215.3238,1.443794,13234,2612,2696,2696,2711,2519,368.5
312,536.8386,1.449949,5439,1054,1103,1004,1213,1065,426.72
313,149.9125,1.768101,2246,363,488,514,484,397,254.66
314,-228.6219,1.335202,2632,474,556,461,639,502,236.28
315,617.8204,1.758039,4903,942,985,971,993,1012,295.6
316,68.0817,1.693549,1106,215,269,187,239,196,347.68
317,172.6508,1.325422,1481,309,267,331,277,297,442.82
318,251.8773,1.43947,7873,1459,1515,1508,1747,1644,422.7
319,517.313,1.465905,6120,1190,1235,1144,1356,1195,346.23
320,26.2105,1.539432,727,111,124,180,151,161,314.67
321,230.777,1.226941,3409,640,743,650,749,627,306.94
322,25.3159,1.347782,631,119,101,175,95,141,228.25
323,-251.4298,1.309343,3541,642,703,666,850,680,290.35
324,-159.4291,1.458042,6845,1262,1367,1382,1610,1224,466.33
325,606.5244,1.134234,8309,1455,1663,1664,1841,1686,331.9
326,95.593,1.403652,3424,643,772,633,756,620,356.13
327,1201.1002,1.38935,11086,2043,2085,2061,2617,2280,321.09
328,94.5905,1.771449,2245,391,403,362,594,495,305.81
329,-69.7346,1.084376,3237,673,663,550,738,613,383.83
330,-65.0432,1.166826,5249,955,1181,990,1150,973,337.09
331,-273.2665,1.581984,1228,221,251,237,281,238,149.83
332,-146.1002,1.623897,2047,397,488,388,421,353,495.66
333,130.0295,1.019396,2424,498,506,493,516,411,520.69
334,50.4092,1.21615,6653,1177,1651,1406,1345,1074,489.43
335,184.342,1.535378,6790,1359,1479,1224,1434,1294,299.3
336,15.0095,1.193407,1557,292,283,285,366,331,327.44
337,-62.313,1.513399,1820,434,361,429,307,289,505.62
338,-43.6086,1.680419,2147,437,428,351,592,339,340.66
339,-96.2215,1.880222,3868,743,755,876,820,674,405.55
340,653.3685,1.574393,11430,2239,2217,2471,2294,2209,364.64
341,183.1987,1.029089,2400,495,466,410,550,479,328.32
342,-113.2335,1.054188,1190,235,235,202,308,210,462.23
343,78.6319,0.933882,2000,414,383,428,446,329,540.1
344,53.8523,1.144336,3062,605,588,748,507,614,300.63
345,407.2129,1.333288,4538,953,921,906,966,792,341.86
346,118.454,1.422082,3584,739,780,817,637,611,492.01
347,-287.8119,1.044071,1012,206,200,246,167,193,372.01
348,-34.9762,1.387616,2745,611,538,509,638,449,371.74
349,359.1833,1.397132,9094,1793,1677,2276,1631,1717,410.7
350,595.8489,1.073318,6478,1315,1207,1312,1505,1139,416.18
351,-284.9428,1.467799,916,174,164,123,264,191,441.57
352,548.9514,0.946028,3987,819,777,817,806,768,250.1
353,-55.2016,1.4275,3459,740,616,643,839,621,446.41
354,96.322,1.346519,1646,324,313,295,416,298,296.94
355,90.2248,1.123669,1314,276,224,369,233,212,163.96
356,836.8386,1.130573,19871,3843,3891,4539,3974,3624,398.25
357,293.0242,1.008063,7958,1520,1576,1763,1640,1459,307.27
358,169.7088,0.919928,2061,382,353,479,469,378,234.52
359,272.8699,0.933223,3105,659,563,579,760,544,365.36
360,-64.572,0.769199,278,53,63,68,54,40,450.07
361,-45.4977,1.203149,245,41,68,50,41,45,181.45
362,-59.8532,1.547235,2774,544,596,647,511,476,626.03
363,12.6031,1.211245,2902,574,531,737,561,499,258.6
364,304.164,1.673438,3991,875,812,844,815,645,334.37
365,152.3401,1.395727,4581,923,963,1107,913,675,386.93
366,117.7044,1.031167,5512,1112,1051,1294,1114,941,309.35
367,124.7614,1.423534,5136,944,1018,1333,999,842,293.94
368,756.8706,1.236413,10839,2021,2056,2581,2092,2089,364.34
369,41.7827,0.851538,2103,386,477,383,414,443,320.31
370,143.5407,0.874178,5520,1067,1075,1292,1180,906,381.92
371,-470.2709,1.126289,1818,338,475,352,356,297,504.47
372,414.1073,0.896691,7000,1375,1357,1458,1449,1361,357.63
373,24.2962,1.136541,6284,1303,1233,1421,1210,1117,387.17
374,-180.2427,1.35021,2025,381,478,402,379,385,498.75
375,-556.8973,1.199662,5063,1049,1056,968,1087,903,332.79
376,229.9896,1.006442,3650,654,710,792,715,779,385.6
377,-62.3161,1.117485,1124,238,239,255,197,195,286.53
378,237.6395,0.922656,6321,1200,1297,1144,1393,1287,459.96
379,67.6219,1.162306,2684,516,459,617,564,528,314.75
380,3.5757,0.903662,2007,437,425,483,356,306,345.81
381,315.775,0.953483,4310,806,878,1126,771,729,209.98
382,515.3485,1.393826,8523,1681,1707,1924,1540,1671,292.12
383,-55.4714,1.265029,4116,808,881,820,876,731,375.02
384,-37.2651,0.645925,51,11,12,7,7,14,70.87
385,685.1206,1.135905,8777,1683,1819,1766,1764,1745,350.64
386,2476.1564,1.174525,18034,3828,3285,3669,3829,3423,277.94
387,-206.3273,1.134538,3522,707,713,695,632,775,412.72
388,5.9742,1.248652,1763,337,421,436,284,285,253.6
389,1317.7133,1.475202,8666,1718,1633,1776,1730,1809,252.4
390,654.2185,1.384074,4857,1035,918,829,1086,989,345.22
391,1310.1958,1.23719,9958,2118,1844,1830,2023,2143,317.17
392,-103.2276,0.737847,131,28,24,17,46,16,73.99
393,-83.0937,1.024086,1670,366,362,350,340,252,286.65
394,241.4002,1.527887,5344,1038,1098,1255,971,982,372.08
395,1005.2278,1.30314,10515,1976,2142,2233,2001,2163,326.81
396,465.5369,1.144052,7072,1536,1263,1227,1535,1511,330.82
397,295.7585,1.254711,6304,1294,1178,1356,1176,1300,237.07
398,114.2057,1.560684,551,76,92,112,79,192,238.32
399,561.0842,1.318739,5194,935,1093,1018,1012,1136,319.75
400,600.0425,1.256978,6045,1124,1210,1291,1022,1398,289.97
401,129.4026,1.261948,1436,272,207,240,452,265,166.33
402,310.6096,1.098677,7611,1458,1466,1551,1535,1601,416.08
403,56.362,0.894743,3430,670,818,684,645,613,418.56
404,51.2369,0.956675,4175,876,845,846,869,739,400.61
405,-0.2335,1.532847,1429,250,271,312,325,271,404.47
406,24.3312,1.127421,3620,839,711,637,737,696,313.24
407,115.775,1.194456,2111,388,399,338,481,505,293.17
408,-29.8755,1.049304,3758,816,647,787,898,610,488.02
409,-121.2552,1.398817,1833,327,423,374,390,319,533.32
410,-327.9322,1.020377,3371,784,676,690,686,535,412.88
411,-196.9103,1.114201,4096,750,872,783,807,884,417.2
412,911.3253,1.026327,7165,1559,1300,1339,1499,1468,441.31
413,-125.401,0.979601,4629,882,961,1005,931,850,374.58
414,-93.6167,1.067302,2438,520,463,369,705,381,212.25
415,-608.8693,1.223039,3722,687,817,814,772,632,276.25
416,-195.6052,1.091221,1320,225,273,334,247,241,155.16
417,-47.279,0.804748,115,27,16,19,29,24,118.15
418,316.7835,1.166741,6224,1242,1317,1277,1188,1200,297.31
419,182.5168,1.057599,2349,523,391,505,511,419,252.69
420,364.344,1.117663,6507,1412,1133,1212,1532,1218,347.22
421,468.1576,1.31539,3174,703,577,743,623,528,343.39
422,156.1496,1.199928,6895,1274,1507,1415,1336,1363,282.11
423,226.3112,1.317158,1795,311,463,335,327,359,175.51
424,-16.5992,1.096958,354,76,46,127,51,54,603.12
425,378.7515,1.109329,5644,1149,1159,1151,1166,1019,200.84
426,506.0498,1.206123,4295,1056,744,864,908,723,430.18
427,101.4774,1.490416,1125,242,230,219,229,205,189.63
428,-1062.7823,1.144612,3263,710,603,841,547,562,419.55
429,-22.913,1.325437,162,36,21,51,18,36,138.21
430,481.3132,1.108161,6462,1359,1391,1279,1218,1215,387.7
431,205.4857,0.911541,2464,469,565,579,420,431,343.01
432,-80.7596,1.513621,317,67,46,60,51,93,167.37
433,140.4075,1.059572,2959,677,563,505,776,438,304.04
434,101.177,0.987242,1510,282,312,348,266,302,499.11
435,-112.6245,0.881649,2573,516,488,445,687,437,153.16
436,11.4869,0.827159,1145,187,323,226,188,221,235.64
437,-82.0016,1.177415,2290,465,436,632,398,359,513.97
438,-46.2019,0.840685,472,88,114,148,53,69,183.51
439,1039.6018,1.14389,10029,1926,2183,2044,1790,2086,307.75
440,417.2496,1.11385,5366,1052,1220,1124,1020,950,351.48
441,273.6208,1.068351,3095,651,647,661,539,597,473.35
442,699.9083,1.126342,9511,2060,1896,1600,2489,1466,432.1
443,-257.9904,1.142873,6262,1283,1235,1413,1187,1144,343.25
444,56.0658,1.192335,1552,358,331,344,298,221,184.96
445,-52.281,1.26207,1550,287,287,353,311,312,274.5
446,174.4014,0.980339,2716,547,542,503,681,443,204.3
447,-5.8285,1.101386,667,102,74,182,201,108,486.65
448,185.3202,1.411623,2037,423,368,430,495,321,415.12
449,1032.9602,1.064308,7155,1391,1500,1278,1766,1220,338.46
450,-609.7864,0.990368,9121,1989,1953,1710,2100,1369,296.06
451,-95.1249,0.928975,3082,554,603,658,651,616,306.6
452,-63.1483,1.057338,3085,577,622,779,562,545,352.55
453,457.5548,1.015841,3726,655,670,980,799,622,268.08
454,325.9496,0.95535,3667,703,808,845,691,620,274.61
455,525.0284,0.962131,3842,716,759,997,576,794,289.06
456,86.1884,1.045293,1481,284,298,403,258,238,229.97
457,-500.6062,1.083307,2894,644,547,628,645,430,242.96
458,46.8174,1.02122,4380,816,816,1048,835,865,244.43
459,185.1855,1.115474,1709,288,370,399,318,334,487.69
460,254.1751,1.11892,4098,886,781,1057,638,736,281.78
461,169.8802,1.197019,3643,681,648,685,895,734,347.07
462,634.5991,1.160284,4258,789,821,965,788,895,337.79
463,238.0649,0.964501,3908,805,665,897,788,753,242.92
