episode,score,loss,ep_length,action_0,action_1,action_2,action_3,action_4,shark_dist_avg
141,196.2998,1.279939,2300,460,416,624,402,398,261.07
142,-149.118,1.382638,232,41,55,47,54,35,105.47
143,-52.4329,1.743892,127,22,25,26,30,24,638.91
144,10.3727,2.024468,413,68,70,102,87,86,468.72
145,11.6815,2.346349,123,20,24,20,25,34,316.91
146,-35.3668,1.700067,23,4,4,2,5,8,426.89
147,-135.2219,2.177344,137,30,25,31,23,28,663.22
148,71.2128,2.204961,684,123,153,165,116,127,377.65
149,-30.5015,3.863173,370,73,68,76,82,71,193.04
150,-69.5697,1.69227,81,23,14,16,15,13,645.14
151,50.488,1.400805,1935,378,352,298,569,338,207.14
152,335.8701,2.661894,1702,325,349,354,342,332,232.66
153,-45.8399,1.04857,56,8,7,20,11,10,466.33
154,158.9309,2.529152,1520,264,271,466,249,270,281.16
155,21.0651,1.711199,369,89,63,64,98,55,466.38
156,-48.0,1.867221,382,68,77,69,110,58,282.49
157,-9.7165,2.086212,3,0,0,1,1,1,52.21
158,372.7279,1.658828,2048,407,380,472,367,422,169.74
159,467.4144,1.411462,3918,747,756,1106,651,658,321.08
160,398.1843,2.168457,2682,504,541,572,582,483,331.11
161,69.7484,3.026358,289,58,56,70,51,54,393.06
162,275.7431,3.057835,1300,272,249,336,212,231,619.37
163,-122.5156,2.734215,840,167,145,243,138,147,673.21
164,554.6977,2.363575,5306,960,1004,1169,1313,860,315.73
165,285.6851,1.92091,1515,282,268,460,256,249,221.49
166,-134.1426,1.950447,196,48,34,39,47,28,726.66
167,-21.3542,2.000266,135,34,27,34,18,22,71.39
168,-266.6333,1.367063,1823,326,330,517,346,304,291.49
169,648.4347,2.674147,3787,731,698,929,815,614,199.39
170,-1.008,1.782712,1837,353,323,296,555,310,333.31
171,-86.3263,2.549481,1645,347,267,452,281,298,300.69
172,-34.7475,2.872557,19,5,4,4,3,3,590.99
173,53.0564,1.729534,417,76,84,146,45,66,523.79
174,18.2915,1.373773,525,70,97,90,153,115,566.21
175,291.3086,3.554959,3022,572,615,563,695,577,282.71
176,153.1846,4.124408,1134,232,227,184,305,186,548.7
177,155.5854,2.598361,1556,276,277,462,248,293,493.16
178,-24.1894,3.827934,11,1,5,3,1,1,780.13
179,15.329,2.62613,244,45,47,63,43,46,468.0
180,-15.2246,1.520109,6,2,0,0,2,2,677.6
181,-7.1983,2.914991,272,46,59,52,44,71,596.96
182,219.3197,3.012112,1512,293,293,316,341,269,264.32
183,35.3668,1.621991,454,67,83,148,72,84,427.02
184,673.0862,2.550166,5562,1040,994,1523,1010,995,265.48
185,-56.0156,2.739151,259,54,41,43,82,39,633.41
186,-413.0143,3.420478,2227,377,470,590,384,406,243.43
187,38.9704,1.397177,1078,178,205,153,317,225,241.41
188,-63.7824,2.165443,587,128,136,123,97,103,206.35
189,314.1456,2.759098,2619,464,490,788,460,417,223.1
190,23.2749,2.611902,668,114,140,105,212,97,138.12
191,-204.7679,2.839841,4138,732,806,1161,717,722,323.35
192,-11.8425,3.447479,270,44,51,78,48,49,108.21
193,48.9696,1.378479,1342,258,250,223,387,224,231.83
194,320.0519,2.607196,3108,557,543,504,978,526,278.95
195,177.3323,1.671926,1523,264,280,450,276,253,435.6
196,168.5195,3.418436,1097,173,193,166,393,172,185.36
197,245.789,2.897035,2141,381,359,702,326,373,471.95
198,-7.671,1.714581,276,43,55,92,40,46,523.76
199,-233.5317,3.892309,697,173,110,200,123,91,209.23
200,-68.5786,3.00749,551,114,105,145,107,80,175.07
201,-19.0385,1.528315,13,1,2,2,6,2,645.6
202,112.7846,4.980095,610,108,114,202,94,92,385.3
203,-12.7814,3.024349,3,1,1,1,0,0,504.59
204,14.4504,1.300897,684,127,115,105,233,104,486.52
205,-34.3183,1.343756,280,60,48,42,87,43,143.12
206,226.4894,3.784205,2056,407,367,540,339,403,267.98
207,-24.741,3.997416,439,72,59,110,93,105,407.42
208,-57.8403,4.027202,581,111,94,105,183,88,356.56
209,-29.6459,10.809471,78,14,17,11,23,13,90.83
210,100.9826,3.528634,1891,324,347,592,324,304,417.08
211,-72.7566,4.818456,240,43,50,40,77,30,629.75
212,29.5269,3.797813,312,71,45,52,103,41,270.71
213,56.5261,2.324726,461,61,103,141,71,85,366.04
214,129.7937,1.413777,1672,300,282,543,275,272,422.75
215,-2.7387,2.402303,769,174,167,184,125,119,151.03
216,-41.8495,0.79751,309,45,61,98,60,45,122.63
217,-27.6579,2.254825,1001,176,204,256,174,191,288.15
218,-91.6766,2.841336,921,166,176,283,135,161,603.82
219,-288.7603,8.812481,1455,293,254,349,258,301,255.42
220,99.4326,5.503613,496,72,100,71,163,90,375.67
221,-12.4459,2.21671,3,0,0,0,0,3,816.52
222,-49.3708,6.192248,626,127,104,183,88,124,229.15
223,-10.0,5.03328,1,1,0,0,0,0,32.2
224,54.6883,4.362487,446,60,103,143,73,67,427.15
225,-97.8429,6.830864,343,75,48,94,56,70,390.77
226,-125.3782,4.041296,527,95,118,115,88,111,187.81
227,-161.2811,6.255361,701,148,119,176,138,120,432.83
228,-78.4892,6.259931,171,24,25,64,36,22,430.27
229,-89.0472,6.03464,127,21,40,30,12,24,667.81
230,-134.5304,4.021726,299,63,41,75,71,49,801.72
231,-64.3529,6.146806,658,145,121,112,128,152,556.0
232,129.2989,5.928036,954,203,143,245,152,211,248.32
233,313.4619,7.623316,1295,203,238,401,240,213,346.76
234,67.6682,5.333663,577,120,87,101,175,94,452.39
235,-26.5587,8.812422,191,44,33,50,27,37,548.08
236,222.7382,5.363907,1348,227,238,250,413,220,410.37
237,99.9246,3.984752,2126,404,409,313,667,333,372.34
238,-130.3891,6.27788,590,139,88,149,118,96,689.57
239,47.9392,4.839264,703,124,132,212,124,111,265.76
240,-22.2287,5.863624,108,17,34,18,12,27,113.65
241,21.8493,4.700119,1237,201,207,227,418,184,171.75
242,-14.8755,6.061186,6,1,1,0,0,4,376.55
243,93.7868,6.878704,1148,209,200,370,179,190,570.26
244,108.9289,7.141516,1069,178,195,161,370,165,354.08
245,-104.3244,2.629392,717,142,133,219,125,98,339.1
246,521.3566,5.566674,2734,510,535,504,667,518,359.01
247,-17.2829,6.292071,1035,184,179,334,145,193,437.47
248,61.697,2.756145,728,156,116,190,120,146,590.29
249,-35.4631,1.380109,149,33,33,36,26,21,69.49
250,90.4379,3.556406,1330,308,249,211,375,187,329.23
251,182.1171,7.551372,887,144,156,161,293,133,453.25
252,38.0376,3.587959,464,68,93,148,63,92,320.4
253,-79.0556,6.169326,364,65,76,49,117,57,398.77
254,150.7626,5.529268,813,131,145,301,113,123,322.74
255,-65.5745,1.491348,869,188,147,262,147,125,312.27
256,-68.0301,4.634705,156,29,22,46,27,32,664.65
257,-20.2731,6.0378,12,2,1,3,5,1,505.26
258,-15.5395,3.961789,5,0,0,3,1,1,195.37
259,-1.5171,4.858712,1002,161,179,343,156,163,662.34
260,179.0376,6.765869,2032,387,361,625,318,341,215.27
261,-17.7762,6.70566,243,52,37,37,86,31,619.66
262,-8.5412,9.953776,283,43,38,43,111,48,444.51
263,14.4551,8.72213,586,93,116,121,90,166,175.14
264,-10.3502,7.843174,5,1,1,2,0,1,50.79
265,96.1152,7.48802,716,106,137,261,106,106,448.76
266,-1.5527,8.499821,328,79,59,40,99,51,138.46
267,8.0108,39.971816,367,71,83,114,45,54,350.37
268,-88.3703,7.672673,131,29,19,16,42,25,354.57
269,-10.0,1.383661,1,0,0,0,1,0,46.04
270,-148.1061,4.237298,825,180,181,218,123,123,695.32
271,58.4655,9.738449,580,94,104,199,85,98,522.18
272,7.0374,7.873632,396,81,71,119,62,63,615.82
273,11.5939,8.198587,422,88,68,113,61,92,597.87
274,-12.4815,5.102021,359,66,51,49,107,86,210.95
275,26.1997,6.519238,1447,269,271,450,254,203,363.73
276,-30.4001,10.106446,416,97,57,75,127,60,405.62
277,-9.4185,7.413283,16,6,3,2,3,2,51.19
278,17.5946,4.641006,290,61,47,49,93,40,704.82
279,0.9754,1.394484,299,66,42,42,105,44,432.56
280,-26.2199,7.533293,505,116,75,86,145,83,173.43
281,-18.2977,9.691521,774,138,124,246,132,134,132.84
282,-4.5394,10.719137,603,121,99,173,113,97,182.04
283,-4.5184,7.304523,350,46,70,122,63,49,424.88
284,-19.107,9.276069,16,1,1,8,4,2,620.09
285,128.3251,11.486413,1197,205,223,187,416,166,509.47
286,157.0398,6.409885,951,147,167,348,139,150,478.55
287,-66.1935,14.341684,309,57,66,50,98,38,543.22
288,1.4507,6.735697,141,19,27,22,61,12,702.41
289,-41.2764,9.452713,175,21,39,59,33,23,464.06
290,-10.0,11.121412,1,0,0,0,1,0,40.25
291,-9.4006,12.679755,338,68,68,97,37,68,415.51
292,-104.5587,10.159197,714,162,143,168,77,164,422.76
293,56.2445,9.559673,289,68,37,75,50,59,501.55
294,-35.0201,9.103369,459,74,90,77,151,67,143.2
295,73.4815,12.47941,411,48,92,69,148,54,669.68
296,127.6843,11.654106,645,108,107,83,256,91,477.2
297,-53.7221,6.802597,651,116,108,212,113,102,377.67
298,22.2923,5.645192,381,58,54,64,141,64,529.77
299,26.2135,14.134368,331,55,45,128,49,54,423.82
300,-22.2909,7.84067,85,20,12,28,8,17,473.84
301,49.8626,10.73543,1381,303,323,334,233,188,172.57
302,-494.3578,1.512079,1021,240,160,185,279,157,149.55
303,57.6099,9.676944,475,85,77,181,60,72,244.86
304,3.8599,10.503685,936,186,201,156,263,130,274.62
305,8.0701,11.305083,566,96,133,151,85,101,439.1
306,107.4533,8.881708,596,97,98,69,245,87,527.97
307,-11.6998,15.701135,307,53,60,40,113,41,609.37
308,35.7255,10.810349,405,82,75,51,136,61,567.28
309,102.4718,13.05538,381,58,75,53,132,63,397.86
310,92.7302,9.178675,448,75,95,61,159,58,505.12
311,-57.1931,9.573396,324,45,84,92,53,50,415.15
312,141.4351,20.857681,1808,329,395,281,542,261,493.65
313,33.2877,8.240317,722,139,152,223,90,118,617.84
314,-30.7553,10.338264,44,2,5,7,22,8,636.17
315,19.4143,12.42848,318,70,47,96,48,57,550.94
316,-2.7974,12.094765,209,34,28,71,44,32,93.21
317,-0.7598,12.831703,264,38,34,101,44,47,374.44
318,-38.1918,12.474507,226,82,36,49,32,27,111.26
319,-66.4145,11.921505,642,126,150,175,77,114,376.8
320,-73.5855,7.859729,64,13,14,19,8,10,348.07
321,76.4142,13.530992,907,149,149,128,334,147,417.39
322,-49.9479,11.771702,468,75,88,134,87,84,187.04
323,-43.9827,9.412646,150,17,24,24,61,24,86.03
324,-16.5261,14.051871,258,48,44,95,35,36,583.51
325,10.3627,8.579347,802,137,154,252,125,134,381.42
326,95.2828,5.222733,1477,283,267,206,475,246,453.82
327,1.8855,11.174917,394,83,58,121,58,74,662.61
328,-36.2401,12.727635,640,150,118,97,178,97,573.71
329,79.7213,9.932659,277,32,42,45,116,42,395.51
330,27.0509,6.968094,261,68,46,61,28,58,263.37
331,-66.0452,19.736147,84,25,13,22,13,11,400.73
332,29.041,10.541655,494,113,77,67,137,100,588.79
333,103.9276,11.931778,631,104,159,77,197,94,187.65
334,37.6263,5.567792,265,28,39,39,127,32,233.67
335,1.5387,11.94123,892,169,198,258,130,137,486.61
336,-101.0796,7.062124,315,64,47,46,113,45,365.97
337,-47.8545,7.738204,75,24,6,22,7,16,246.15
338,-55.2371,12.72739,36,3,15,4,9,5,437.62
339,-40.7712,11.15013,138,17,36,49,20,16,219.77
340,87.0635,10.954288,638,99,148,104,199,88,502.8
341,33.8719,10.925081,257,44,41,40,105,27,167.44
342,-40.5481,9.946807,183,32,51,31,44,25,672.56
343,69.506,13.177315,473,78,83,169,67,76,455.83
344,235.4674,8.702279,1893,414,355,272,593,259,298.83
345,88.0116,7.991314,579,87,108,88,205,91,258.01
346,-49.1219,10.968778,634,125,103,211,84,111,425.21
347,5.095,16.51678,825,128,170,186,155,186,234.71
348,40.6815,8.401994,215,34,35,33,65,48,443.56
349,-71.6859,10.593065,78,23,13,11,22,9,310.91
350,-49.0327,14.530983,203,40,34,22,75,32,693.65
351,-17.9568,12.989594,15,1,1,1,10,2,664.8
352,41.3634,8.895718,219,26,31,28,101,33,287.16
353,7.5378,9.453467,338,47,56,139,50,46,620.43
354,341.0794,10.316866,2924,643,614,542,639,486,285.3
355,-46.2536,13.575311,137,21,15,22,56,23,111.94
356,-146.5124,9.543688,1001,197,174,170,297,163,298.78
357,2.5836,15.088025,415,62,68,158,60,67,446.4
358,166.0966,8.779971,940,149,176,197,268,150,576.15
359,-27.4135,8.952752,17,3,1,2,8,3,223.18
360,113.929,7.637625,573,98,113,74,193,95,636.17
361,114.632,20.445357,1048,185,201,141,356,165,455.13
362,-131.8216,13.676979,519,156,106,76,90,91,150.24
363,-56.1779,7.658947,391,108,75,74,68,66,146.61
364,8.9824,13.202057,733,116,147,238,112,120,287.46
365,15.5742,10.986684,2413,464,487,488,595,379,391.78
366,21.7233,10.277028,392,66,99,113,39,75,558.56
367,-489.6348,12.135863,1303,270,311,220,307,195,111.35
368,-19.6792,14.085103,563,113,129,80,168,73,487.04
369,95.2538,17.746467,1932,358,430,274,574,296,341.93
370,-38.3072,9.776386,427,88,82,82,88,87,177.39
371,-3.8202,10.58431,471,71,73,55,196,76,429.57
372,-82.9744,12.511452,475,112,105,131,59,68,584.41
373,-21.9297,10.11636,136,18,20,59,19,20,705.6
374,-139.5167,7.941342,134,47,35,13,25,14,208.16
375,-9.2622,12.414378,900,158,193,126,287,136,507.57
376,-33.2464,10.448721,704,144,142,109,212,97,174.1
377,136.0593,13.349624,1381,259,246,191,466,219,204.14
378,-30.1406,7.488823,1370,274,246,369,209,272,233.1
379,58.0015,9.42347,341,75,49,110,45,62,262.2
380,-215.3732,7.595696,550,124,114,157,93,62,109.66
381,79.0827,7.557952,480,87,108,55,160,70,337.26
382,-31.546,6.063907,191,24,38,22,79,28,125.81
383,-48.103,8.344036,1044,254,197,275,160,158,631.74
384,15.6876,9.006264,311,82,50,87,45,47,667.21
385,-5.8291,9.993201,359,71,80,53,101,54,438.79
386,86.9231,9.060826,481,76,97,140,61,107,463.76
387,85.4903,8.308649,770,134,129,110,274,123,351.41
388,-174.4789,7.441843,1331,273,280,214,379,185,418.29
389,146.7454,9.013624,1395,277,245,209,419,245,233.52
390,-10.0,7.291306,1,0,0,1,0,0,27.2
391,-227.9394,8.271877,848,156,159,253,142,138,620.99
392,-130.5438,1.17011,609,138,137,180,76,78,338.27
393,-449.2029,5.743345,3814,810,801,635,943,625,305.66
394,404.2063,5.438243,4101,773,715,658,1186,769,270.53
395,-175.2835,6.419031,1436,288,289,193,434,232,454.7
396,35.8903,7.297272,145,28,18,20,16,63,591.3
397,322.5419,8.215367,3025,577,544,473,855,576,300.31
398,-77.3437,7.534188,192,52,32,53,27,28,247.21
399,-143.6389,20.50282,1426,318,273,318,303,214,188.63
400,-58.7672,6.596482,842,145,166,252,131,148,308.04
401,-134.479,6.232031,532,182,76,78,97,99,126.65
402,84.0179,5.378984,905,166,197,230,145,167,188.94
403,82.2039,5.894205,537,73,90,125,126,123,356.59
404,-38.9195,5.270787,555,110,92,111,116,126,218.57
405,265.2225,7.861666,1670,300,337,249,490,294,253.59
406,-49.6445,5.080675,192,41,41,19,57,34,582.11
407,48.69,4.329696,898,174,184,204,203,133,147.25
408,-289.5461,3.805799,2079,425,403,309,575,367,218.1
409,390.6898,2.769666,2579,456,484,406,737,496,262.53
410,312.779,3.763906,3091,645,629,504,781,532,302.49
411,-193.6454,3.481333,306,46,67,33,95,65,211.63
412,-260.4719,0.862022,880,188,168,217,134,173,594.45
413,-25.5555,4.15729,29,5,2,13,4,5,591.14
414,356.4706,3.416382,3797,723,750,678,950,696,395.76
415,397.7997,2.818775,2542,481,428,377,766,490,265.79
416,78.8524,3.278103,1173,166,204,233,253,317,481.28
417,50.334,3.765645,1880,342,360,515,351,312,297.74
418,146.2317,3.588856,1584,344,270,227,398,345,282.9
419,-63.0357,3.269742,172,44,33,24,45,26,207.71
420,73.8295,3.0916,950,200,161,246,133,210,463.27
421,481.2336,2.668262,4652,870,849,863,1222,848,258.58
422,-0.093,4.864363,2637,459,514,772,434,458,294.82
423,-11.6306,2.572171,273,48,48,34,97,46,103.44
424,376.4008,0.941953,3568,725,632,588,915,708,305.61
425,396.5218,0.910869,2999,590,587,872,494,456,299.41
426,-82.9586,2.400998,78,15,7,17,32,7,281.41
427,280.1652,2.428747,2561,523,530,677,457,374,397.32
428,25.262,2.401985,680,111,103,182,107,177,175.47
429,-70.1892,1.253478,155,31,22,28,54,20,207.73
430,31.2028,3.714749,873,137,153,299,156,128,322.66
431,68.8907,2.337663,1584,296,263,444,282,299,574.07
432,195.9348,2.105438,1351,269,229,234,326,293,383.42
433,98.6278,2.309937,1659,313,410,362,278,296,197.1
434,-218.0199,1.768024,1282,218,324,304,229,207,175.95
435,662.138,0.954427,5446,999,1095,1112,1201,1039,334.78
436,-22.0494,1.525899,51,19,7,10,5,10,64.53
437,246.8969,1.559983,2675,660,502,433,598,482,316.3
438,-25.0265,1.247092,15,1,7,1,3,3,138.41
439,-10.0,1.14417,1,0,1,0,0,0,45.54
440,-33.4417,1.352204,27,9,6,3,2,7,102.18
441,-172.0932,1.29833,3064,826,541,414,710,573,271.11
442,233.6816,1.150452,3488,770,650,828,560,680,213.0
443,281.6934,1.289402,2333,496,439,358,637,403,369.25
444,60.206,1.049399,1419,272,308,295,261,283,467.96
445,67.8815,1.207993,331,65,62,76,40,88,497.07
446,169.4384,1.170477,2472,440,610,486,497,439,253.21
447,335.1732,0.775797,2740,562,489,491,736,462,315.86
448,-3.5659,1.174154,1404,295,247,336,277,249,209.07
449,707.1673,0.73958,5701,1089,1018,1252,1226,1116,260.34
450,-56.281,1.204784,126,46,12,12,41,15,86.46
451,575.0854,1.116471,6061,1198,1206,1087,1578,992,235.13
452,-335.51,1.208872,3344,590,662,953,561,578,284.5
453,123.5642,1.191068,3687,683,763,915,675,651,300.82
454,-441.5766,1.443938,3407,697,785,872,506,547,334.38
455,249.6357,1.527445,2976,614,611,738,497,516,315.98
456,96.738,1.102606,1289,227,273,245,355,189,230.04
457,-55.7843,1.115483,3035,672,631,794,434,504,354.36
458,47.7686,1.165359,1640,307,326,229,430,348,305.38
459,62.1796,1.261428,1907,313,378,390,505,321,194.97
460,-112.5654,1.228299,2606,508,525,688,464,421,251.44
461,139.4053,0.985577,2728,557,517,679,527,448,314.76
462,-411.5539,1.100657,1301,305,287,199,313,197,169.56
463,-24.0749,0.580373,2670,496,540,700,440,494,286.74
464,-27.5412,0.812515,31,2,2,13,4,10,79.67
465,138.4565,1.031586,2491,532,545,652,377,385,364.12
466,-424.0246,1.385462,1659,313,328,301,355,362,346.69
467,-153.6085,1.178265,2224,473,381,379,558,433,185.65
468,100.7033,1.237313,4729,1026,964,850,1068,821,256.16
469,-49.341,1.225269,1934,338,326,617,320,333,259.56
470,169.3911,1.004572,2127,444,344,469,445,425,312.41
471,96.2222,0.87531,1188,204,225,294,268,197,268.81
472,152.1275,1.978996,3109,673,596,740,530,570,274.76
473,342.0588,0.87263,4580,942,943,652,1247,796,322.19
474,525.4962,1.176592,5609,1113,952,1252,1346,946,266.39
475,364.4648,1.373582,4540,985,797,1000,875,883,323.97
476,199.5479,1.349452,2227,396,471,348,600,412,242.11
477,98.5236,1.088776,2396,441,487,357,757,354,231.64
478,-31.7875,1.144106,16,2,3,0,8,3,692.09
479,212.3207,1.223217,1802,331,388,303,417,363,336.55
480,246.5809,1.352296,5258,1054,908,1038,1236,1022,283.84
481,5.6283,0.772451,562,84,135,124,117,102,353.52
482,278.4239,1.155759,4128,855,796,897,915,665,275.71
