episode,score,loss,ep_length,action_0,action_1,action_2,action_3,action_4,shark_dist_avg
42,24.6378,1.792706,1549,280,333,331,304,301,356.2
43,-36.1207,1.260045,21,6,7,3,1,4,385.37
44,103.984,0.959152,941,162,187,212,182,198,240.9
45,-60.7823,1.437872,478,96,101,90,87,104,144.59
46,-224.1626,2.847872,366,71,79,58,77,81,704.51
47,-15.4427,0.970891,6,3,0,3,0,0,187.19
48,77.2704,1.371643,482,95,101,103,86,97,376.81
49,-25.2825,1.350126,138,30,35,21,24,28,632.51
50,-40.8924,1.427442,121,28,22,23,24,24,558.62
51,171.6341,1.691334,1259,272,209,237,275,266,292.21
52,25.7463,1.446119,591,111,97,136,115,132,345.01
53,146.205,1.399153,2453,445,520,489,500,499,373.03
54,-59.7677,1.276856,106,19,19,25,22,21,82.48
55,221.1575,1.225218,1403,299,265,301,256,282,326.9
56,36.9593,1.309431,563,103,100,138,110,112,430.47
57,66.7655,0.990731,1905,412,378,343,393,379,331.28
58,192.6636,1.294736,772,159,146,166,128,173,233.18
59,86.0001,3.540295,518,116,87,90,132,93,341.48
60,44.1138,1.104053,670,140,129,150,121,130,371.14
61,84.4509,1.195613,1049,211,215,198,214,211,352.17
62,-9.4816,0.354249,256,48,57,42,50,59,548.77
63,111.2396,1.282301,781,149,158,160,161,153,298.19
64,423.8729,1.254675,2229,469,412,509,407,432,265.67
65,-10.0,0.912039,1,0,0,0,0,1,43.57
66,-25.2936,1.897695,14,3,1,4,3,3,502.56
67,144.5062,1.284826,1520,304,283,329,294,310,316.27
68,122.351,1.376955,835,164,158,198,151,164,524.17
69,42.7212,1.17171,795,139,187,141,169,159,245.76
70,-51.5875,1.345714,164,27,30,40,31,36,413.55
71,183.0089,1.067064,1630,344,300,326,378,282,336.23
72,140.9451,1.100997,1664,361,340,303,370,290,393.54
73,16.5391,1.421249,760,145,166,125,174,150,179.01
74,54.2556,1.156881,501,98,103,105,99,96,318.96
75,157.2448,0.814608,715,144,117,186,127,141,260.93
76,193.4426,1.801135,1460,283,280,348,273,276,234.1
77,35.9551,1.576995,907,197,174,197,182,157,242.65
78,65.2275,1.403948,850,162,175,174,165,174,156.64
79,14.2385,1.054078,172,23,34,30,44,41,220.63
80,5.1767,1.758075,949,196,183,223,173,174,256.02
81,162.1012,1.585067,1901,376,385,384,382,374,297.75
82,-10.0,1.184842,1,0,0,0,0,1,23.19
83,229.4001,1.671053,1448,287,287,290,308,276,285.14
84,165.0849,1.606347,1831,408,341,322,377,383,400.16
85,116.7616,1.219125,1221,220,268,232,274,227,264.2
86,28.4205,1.840956,1775,340,337,413,348,337,378.89
87,366.9819,1.775121,2351,505,464,440,521,421,402.61
88,-83.9199,1.922973,383,65,78,79,87,74,154.78
89,920.3554,1.569349,5408,1141,992,1054,1167,1054,213.73
90,240.583,1.921531,1551,322,321,321,319,268,253.83
91,25.1491,1.851501,803,149,168,137,203,146,293.19
92,-45.6646,1.363227,78,13,22,10,15,18,604.93
93,-21.1797,1.654258,612,134,124,135,110,109,345.36
94,370.2665,1.234534,2897,529,606,619,615,528,379.13
95,173.4348,1.640483,1050,222,205,251,186,186,203.46
96,-74.9019,1.009981,125,33,26,21,22,23,337.41
97,-64.7218,1.916023,994,206,186,197,206,199,200.47
98,213.6613,1.471038,2686,509,552,488,677,460,282.57
99,1.1534,1.580387,348,62,61,81,73,71,195.32
100,53.9933,1.556507,1213,231,267,263,237,215,150.59
101,-28.2096,1.154568,152,36,28,31,27,30,449.4
102,166.1891,1.354381,2072,436,400,443,401,392,310.01
103,47.5454,1.80445,550,124,111,112,106,97,668.69
104,216.3728,1.231054,1526,326,298,287,322,293,194.48
105,273.0153,1.143448,1445,264,264,331,286,300,259.82
106,-33.2135,1.623778,534,119,115,85,130,85,509.2
107,330.7384,0.68207,3075,555,586,656,700,578,261.8
108,-49.3467,1.789998,159,39,34,29,30,27,626.93
109,169.1741,1.019614,882,165,185,174,197,161,424.59
110,79.2435,1.44541,904,197,190,195,163,159,503.95
111,347.1513,1.462774,3010,591,579,519,753,568,293.43
112,-56.9288,3.514249,33,13,5,7,4,4,496.7
113,243.0621,1.565333,1494,311,287,292,310,294,389.08
114,82.07,1.375248,538,114,96,121,84,123,523.85
115,253.422,1.454596,2779,561,534,681,479,524,356.67
116,-117.2404,1.601785,175,38,35,39,23,40,334.04
117,-42.9607,3.129781,29,11,7,4,3,4,551.8
118,-377.2673,1.072576,1260,281,260,221,265,233,213.15
119,846.3111,1.245511,8304,1611,1589,1825,1710,1569,273.17
120,150.1362,1.544317,1309,247,303,256,299,204,208.34
121,303.2044,1.679576,3385,683,616,712,715,659,440.8
122,-21.0461,0.890574,86,15,13,16,18,24,703.59
123,-103.0684,1.235952,184,41,35,42,37,29,262.78
124,169.5088,1.448022,1273,259,253,325,246,190,360.09
125,-30.6472,1.447122,14,0,6,4,2,2,398.17
126,95.5366,1.400349,1439,266,264,413,248,248,323.23
127,-37.0675,1.819856,501,127,81,125,80,88,231.26
128,-28.2971,0.916327,162,39,41,31,20,31,135.0
129,96.775,1.743749,1780,351,332,451,323,323,365.34
130,361.0189,1.837828,3160,585,633,760,594,588,285.51
131,129.768,1.803718,1374,274,240,250,340,270,219.58
132,515.5192,1.293669,4597,865,901,981,965,885,304.6
133,0.0547,1.30469,546,120,97,131,96,102,187.48
134,-141.1494,1.853816,278,67,54,61,55,41,632.44
135,471.2458,1.759805,9984,1923,1884,2132,2216,1829,275.13
136,501.2614,1.291804,3615,653,673,758,885,646,227.53
137,-10.0,1.658153,1,0,0,1,0,0,34.89
138,-7.9152,1.891103,3092,605,601,809,549,528,223.4
139,-20.8203,1.753624,47,11,7,15,7,7,63.36
140,-191.9787,1.493615,491,124,92,90,80,105,629.98
141,142.4743,1.769044,2998,569,557,662,617,593,306.66
142,211.4555,2.415433,4634,858,908,795,1236,837,287.99
143,-46.407,1.902825,65,16,6,11,17,15,271.59
144,670.5685,1.603985,4110,750,770,1023,802,765,287.95
145,88.9021,2.666358,421,67,91,66,101,96,440.21
146,679.411,3.69252,4051,774,745,908,825,799,232.99
147,-12.8385,1.531984,271,44,64,43,71,49,538.76
148,102.1092,1.310613,1198,216,225,209,310,238,374.06
149,395.3718,1.956705,3391,636,703,846,594,612,203.23
150,191.8392,2.392473,3675,755,727,719,856,618,303.95
151,407.9673,2.257511,3800,697,800,887,733,683,244.0
152,-35.1699,1.813104,149,28,25,42,26,28,633.99
153,14.9131,1.664035,217,39,35,76,28,39,584.42
154,43.0104,1.336214,608,117,159,98,127,107,684.6
155,13.2084,1.975662,311,58,65,72,63,53,840.57
156,155.3016,1.360684,2365,440,465,602,393,465,325.4
157,2.3805,1.632663,575,107,127,95,164,82,130.7
158,271.592,2.735566,1959,368,339,332,577,343,378.17
159,25.0028,1.668307,524,88,122,117,86,111,401.01
160,119.134,1.15381,2282,437,458,391,571,425,238.9
161,-10.0,1.417225,1,1,0,0,0,0,27.73
162,42.2119,1.388247,620,134,122,123,110,131,193.17
163,283.1811,2.210304,1637,300,324,403,283,327,306.14
164,-50.4903,2.260825,44,11,6,4,14,9,114.4
165,-34.903,2.186434,1048,192,180,300,183,193,276.72
166,-35.207,2.277233,231,39,52,47,44,49,274.01
167,-20.8509,2.816602,20,1,7,9,2,1,659.73
168,-21.9166,2.537302,11,3,2,2,3,1,229.9
169,-10.3508,1.729999,4,2,0,0,0,2,51.82
170,21.7356,2.126648,161,29,40,30,29,33,579.94
171,353.8691,1.53081,2709,471,527,448,760,503,193.93
172,149.864,2.100956,5827,1112,1103,1157,1388,1067,278.85
173,308.8132,2.108968,2295,470,447,595,383,400,166.74
174,330.8591,2.277521,2831,500,540,481,726,584,285.52
175,44.4783,3.869683,571,132,107,127,98,107,549.16
176,113.4864,2.551042,2317,472,494,392,504,455,200.57
177,15.8937,1.138721,369,65,107,75,48,74,587.8
178,428.8334,2.251553,4017,719,746,670,1181,701,319.17
179,-89.1197,1.734229,612,100,122,173,93,124,662.54
180,593.0609,2.670948,5625,1108,1065,1064,1405,983,284.46
181,403.8879,3.146358,3548,652,650,628,1049,569,243.26
182,82.037,2.550749,1580,324,294,268,446,248,248.25
183,-92.9387,2.719824,863,194,150,138,192,189,509.01
184,51.8676,1.678319,841,160,160,150,191,180,349.74
185,-21.4736,1.49636,10,2,5,2,0,1,592.52
186,106.3053,2.968293,1574,291,309,384,309,281,279.33
187,-25.0614,2.065398,15,5,3,1,6,0,452.84
188,346.3568,2.473797,2857,498,520,502,852,485,284.22
189,-78.1287,2.820814,669,144,119,179,102,125,416.5
190,69.8179,1.633989,1126,208,223,173,329,193,276.03
191,65.9847,2.275258,1341,257,260,221,399,204,356.77
192,-199.0134,3.727576,358,62,73,49,116,58,356.36
193,16.549,2.839368,368,67,80,91,58,72,643.41
194,62.8123,1.070595,987,184,165,184,256,198,298.8
195,111.3533,1.509584,960,146,204,154,310,146,373.97
196,10.5564,3.321753,559,78,100,102,191,88,207.8
197,109.8178,3.68005,1935,370,362,316,571,316,320.93
198,-46.8073,3.034558,106,30,17,18,26,15,75.32
199,-98.857,4.404806,154,45,25,35,34,15,414.79
200,-85.419,1.564995,2116,407,401,496,428,384,408.99
201,112.7363,2.110748,666,119,123,215,95,114,268.46
202,-21.3271,3.798311,9,1,2,3,1,2,229.37
203,-78.3584,3.316888,307,53,83,51,62,58,102.8
204,189.3304,1.570461,1001,187,208,253,164,189,297.16
205,490.3388,4.328838,3353,604,601,550,1076,522,455.11
206,-10.0,4.097768,1,1,0,0,0,0,40.16
207,-26.3672,1.852321,305,61,82,48,54,60,574.25
208,120.7169,2.339119,514,86,104,157,72,95,591.36
209,-89.7398,4.155284,136,18,26,44,25,23,577.35
210,-64.0159,5.283261,45,13,8,2,8,14,468.33
211,-30.9074,3.066979,187,29,32,65,34,27,535.92
212,366.4354,5.868833,2112,359,378,370,665,340,391.27
213,-42.2254,6.45527,56,8,13,15,9,11,355.11
214,65.9307,3.764926,326,48,62,71,46,99,323.06
215,323.0776,2.381237,2726,502,477,452,869,426,484.42
216,-9.5186,3.211486,11,2,2,2,5,0,54.99
217,128.7013,6.549772,442,71,77,72,135,87,309.83
218,201.6065,1.241439,1485,244,252,251,485,253,204.86
219,-6.687,6.73407,345,60,65,51,115,54,268.14
220,171.2677,3.512965,1311,306,286,234,248,237,261.62
221,-87.4401,4.223769,258,54,58,52,45,49,372.75
222,-44.845,5.793371,197,44,22,29,59,43,726.13
223,-17.4427,4.031383,229,40,55,33,68,33,204.56
224,-48.4907,3.944663,194,68,45,23,29,29,62.9
225,251.9787,1.399824,1356,217,225,273,363,278,273.85
226,-81.6935,4.002978,245,34,60,37,70,44,541.71
227,-24.8297,1.402259,29,2,6,12,5,4,462.25
228,-25.0568,2.93937,101,15,26,33,15,12,234.96
229,59.6996,4.652495,1002,152,181,324,180,165,416.71
230,66.9683,3.217992,683,123,106,241,104,109,339.1
231,11.9176,1.525269,361,51,46,138,74,52,351.16
232,58.3793,3.181743,1085,244,231,235,178,197,156.66
233,-49.9641,3.628756,2050,402,380,549,356,363,289.28
234,-30.2785,9.643862,221,30,47,72,31,41,446.65
235,31.0055,7.131759,899,165,197,228,151,158,641.06
236,-1.7249,3.804623,184,27,30,69,33,25,411.02
237,80.9463,3.509535,569,89,103,196,87,94,398.93
238,-21.0275,4.285536,648,113,135,161,103,136,497.73
239,150.1801,3.166026,923,176,145,263,168,171,301.06
240,-4.7168,8.258191,475,83,100,79,148,65,194.27
241,-104.7322,5.832415,240,51,31,76,28,54,650.12
242,11.1973,4.864331,209,31,26,93,31,28,549.82
243,-29.6426,5.55985,371,66,52,57,136,60,563.92
244,-138.8158,3.826952,286,54,57,79,48,48,578.93
245,145.4093,2.272962,610,128,96,171,82,133,343.32
246,21.7633,6.12687,220,23,50,81,29,37,597.05
247,-35.6759,10.422701,171,19,42,28,50,32,336.51
248,112.8278,5.665158,588,102,117,184,80,105,222.23
249,-37.4399,3.823113,358,59,84,105,43,67,600.44
250,143.2142,7.469008,991,195,178,297,161,160,353.33
251,36.0573,3.163335,792,140,157,252,120,123,671.99
252,161.1769,4.071942,1377,277,243,228,405,224,518.89
253,103.8517,5.716485,671,113,111,242,107,98,401.86
254,-26.9632,6.185224,433,102,73,110,68,80,427.92
255,113.4928,5.755516,1314,249,244,207,407,207,339.9
256,1.9344,7.52469,235,53,36,76,32,38,185.22
257,-88.8659,7.025513,799,153,177,120,221,128,411.29
258,-111.9485,1.387064,196,26,42,63,36,29,651.51
259,-105.4212,5.761058,897,152,181,245,141,178,498.42
260,-10.0748,7.46581,251,63,33,39,81,35,307.85
261,293.3938,3.329545,2243,360,431,466,621,365,264.81
262,117.2377,5.443145,824,140,161,108,289,126,270.22
263,-5.4043,4.579474,481,72,95,164,79,71,445.08
264,94.9764,4.599291,698,144,143,89,208,114,214.07
265,-16.4207,7.082717,6,2,2,0,1,1,676.31
266,-103.1088,1.424364,390,80,60,66,95,89,768.6
267,10.3276,4.220842,536,114,102,78,149,93,470.71
268,-141.03,11.471625,178,29,59,23,43,24,128.55
269,48.2708,7.086317,1132,215,250,217,249,201,299.75
270,97.6832,9.795019,582,104,118,107,129,124,594.18
271,55.0612,9.201951,877,162,139,292,142,142,460.23
272,260.0778,3.667235,1592,312,295,360,350,275,338.86
273,61.6256,5.620778,443,65,84,143,71,80,669.34
274,-15.9957,7.086099,497,112,89,149,84,63,233.52
275,103.3719,6.554677,724,152,131,114,209,118,400.93
276,-25.1638,1.15939,32,5,11,9,1,6,363.66
277,56.2978,4.764252,465,77,79,70,171,68,452.06
278,-51.1576,6.246289,54,5,17,10,15,7,198.3
279,205.7848,3.260728,1220,225,238,382,200,175,524.59
280,72.6938,5.169938,272,39,54,105,35,39,501.23
281,132.4529,6.423467,831,131,135,306,122,137,400.95
282,-28.5062,13.450264,199,30,60,57,31,21,345.11
283,-61.8383,7.546498,754,142,143,237,111,121,445.02
284,135.7165,3.217535,924,159,168,316,129,152,433.33
285,53.8381,3.483071,281,67,34,93,41,46,310.12
286,-45.0358,10.932734,49,10,7,10,9,13,408.81
287,89.7222,6.318738,654,112,126,94,226,96,404.9
288,96.8477,6.217885,903,144,199,219,134,207,347.36
289,-38.3448,10.045716,644,103,150,92,146,153,654.65
290,66.6582,7.694564,345,45,76,133,46,45,465.09
291,328.8949,8.459884,1954,399,427,405,420,303,213.34
292,72.2428,9.513804,517,83,92,189,69,84,481.44
293,191.5347,4.161948,1104,180,201,376,164,183,417.34
294,37.3625,1.194488,445,93,81,61,126,84,305.59
295,-96.677,6.897538,245,72,34,37,56,46,618.65
296,152.2995,1.138454,920,142,133,366,125,154,403.79
297,8.0598,7.410275,710,129,128,235,106,112,239.51
298,146.7567,0.901018,689,111,121,274,95,88,445.21
299,64.7455,5.047004,724,122,111,293,101,97,349.96
300,72.8056,7.478562,1210,196,330,234,233,217,689.31
301,-59.2761,5.855956,542,107,81,87,192,75,352.4
302,-96.7895,5.470566,554,113,93,83,169,96,188.79
303,-167.5131,1.115664,240,51,77,31,45,36,112.14
304,-46.1682,7.555836,167,46,36,23,32,30,399.19
305,117.4513,10.788371,886,122,140,303,138,183,220.09
306,-24.7643,5.549653,21,10,0,8,1,2,279.21
307,33.1697,4.33262,1323,271,249,193,404,206,387.45
308,-10.0,4.236975,1,0,1,0,0,0,19.1
309,-98.841,9.157727,131,41,18,18,34,20,417.37
310,90.9622,5.685069,454,89,81,61,131,92,264.94
311,-11.1235,4.791009,397,64,73,142,52,66,549.5
312,-121.7322,4.015646,512,123,78,102,71,138,179.14
313,-16.1447,7.666168,37,3,13,7,8,6,62.94
314,9.2552,8.281273,330,49,63,100,50,68,469.01
315,-13.6363,1.168875,436,63,100,137,60,76,575.35
316,-26.9842,8.127513,412,67,97,111,62,75,558.14
317,-49.5762,5.518452,176,41,24,44,45,22,430.05
318,-21.1968,7.195877,126,21,17,47,15,26,542.31
319,-195.1044,5.425856,908,163,230,136,253,126,136.6
320,81.9655,12.955671,1206,213,226,176,399,192,214.43
321,39.3179,11.30037,513,105,89,81,187,51,596.7
322,-35.8712,9.306463,158,26,40,55,19,18,346.64
323,504.4807,8.641501,2880,591,572,682,573,462,170.61
324,-66.6002,4.73346,1624,307,282,262,510,263,417.61
325,-16.3506,8.840224,21,2,6,5,4,4,53.07
326,129.5495,4.621626,1021,171,184,355,142,169,189.68
327,69.8362,8.603919,373,46,84,136,50,57,410.48
328,-10.3935,6.482127,1247,228,226,195,408,190,543.37
329,-189.0051,4.492275,341,71,91,74,64,41,569.71
330,-37.5445,3.556021,128,25,28,22,37,16,621.36
331,-99.2352,7.663235,562,147,156,77,93,89,113.31
332,-54.4282,5.295986,357,62,59,100,60,76,164.9
333,-87.8779,7.040596,2894,570,621,510,744,449,387.24
334,58.7135,10.654136,319,42,44,43,126,64,476.0
335,-86.8844,5.164581,400,79,81,114,55,71,199.86
336,62.9589,6.849204,588,111,78,228,81,90,363.97
337,164.0164,7.424998,2539,498,478,369,815,379,304.08
338,17.8124,4.571875,576,90,102,204,84,96,175.58
339,-12.9125,6.266674,12,2,0,8,1,1,55.33
340,82.7738,0.794463,396,93,44,145,56,58,513.94
341,-141.9573,8.10746,148,14,19,66,26,23,197.78
342,-206.3316,5.938081,2017,440,432,291,550,304,290.73
343,10.5631,6.626736,323,64,49,46,122,42,175.66
344,79.0118,8.228827,1534,319,305,227,436,247,287.71
345,50.3592,6.594869,689,132,109,99,239,110,199.48
346,155.977,6.571112,1567,291,305,256,481,234,295.83
347,104.1896,9.1752,3076,564,581,501,966,464,395.51
348,48.4317,8.001941,232,29,44,109,26,24,337.51
349,112.826,7.222243,653,91,101,257,94,110,570.24
350,182.5928,1.082106,1346,260,302,289,207,288,341.47
351,-54.2198,10.140722,51,7,22,9,5,8,597.47
352,91.8933,1.241194,603,110,115,225,83,70,523.89
353,-46.5804,3.578773,615,92,121,194,97,111,118.18
354,-263.3508,6.012459,851,141,176,144,229,161,142.88
355,-90.9633,0.985785,727,120,152,185,123,147,358.86
356,362.4095,8.152841,2607,566,562,459,561,459,180.97
357,-12.5481,5.334361,953,183,159,147,314,150,223.19
358,32.7134,4.079783,356,52,76,103,52,73,642.72
359,681.9568,3.525974,4351,875,827,775,1131,743,331.71
360,67.4035,4.657752,1935,408,368,321,539,299,206.56
361,-37.5188,10.170054,20,1,2,3,12,2,281.75
362,22.0116,4.179117,713,123,109,245,103,133,195.3
363,-37.9851,5.374521,38,8,9,15,6,0,472.37
364,1.3913,3.844,574,71,92,245,82,84,350.1
365,326.2356,2.933492,4201,850,725,901,974,751,214.39
366,-4.0798,4.899101,110,39,17,29,14,11,479.9
367,-101.1861,3.994164,1761,377,347,347,381,309,353.18
368,416.5922,2.611301,3861,723,749,697,989,703,382.88
369,47.5592,1.527232,330,50,51,135,48,46,284.44
370,18.2175,4.191497,438,87,84,144,60,63,436.96
371,679.1042,3.619206,7694,1401,1491,1598,1826,1378,259.58
372,56.1287,4.624441,299,47,68,108,38,38,368.05
373,-345.1718,3.797959,932,217,197,204,157,157,118.14
374,156.0642,4.481617,1763,320,324,555,257,307,172.23
375,-109.6957,3.261536,606,140,158,125,107,76,235.16
376,120.5278,3.800579,763,139,147,195,127,155,293.77
377,119.0379,3.140558,462,87,73,181,62,59,516.03
378,345.7164,2.456676,3447,667,657,726,739,658,284.59
379,-135.6111,3.824972,473,91,112,145,63,62,380.63
380,-35.4189,2.973012,20,2,3,8,5,2,55.14
381,-178.9487,3.712355,698,166,133,185,104,110,441.29
382,-52.2252,2.387473,182,23,57,58,17,27,88.68
383,431.9642,2.74939,3188,621,601,562,793,611,279.37
384,498.1209,2.962304,3031,544,621,584,703,579,233.25
385,187.5563,2.155555,1600,284,324,335,288,369,286.5
386,-10.0,2.361455,1,0,1,0,0,0,45.45
387,145.2819,2.077911,2900,484,647,710,493,566,285.76
388,13.1384,2.063474,1405,255,374,221,342,213,609.97
389,133.6727,1.81671,862,119,156,319,129,139,348.4
390,-132.0926,1.788244,107,16,17,38,21,15,611.88
391,618.2859,1.745673,3734,677,664,780,877,736,380.28
392,116.9954,1.616599,801,146,121,156,215,163,184.95
393,-20.3374,0.725876,276,49,51,86,39,51,554.23
394,625.5064,1.626067,4142,781,784,888,959,730,332.59
395,73.8607,1.582842,2410,460,367,699,452,432,366.15
396,265.353,1.415028,2508,426,532,619,368,563,300.23
397,-51.2726,1.326202,2261,366,462,681,371,381,302.57
398,75.8406,1.283688,3180,646,632,604,716,582,267.29
399,723.7958,1.458583,5977,1163,1220,1253,1205,1136,347.4
400,509.6817,1.226374,4207,803,835,1158,617,794,202.28
401,117.6325,1.286099,2311,374,437,590,380,530,278.24
402,865.1181,1.64161,5623,1057,1091,1052,1322,1101,387.98
403,90.4822,1.240894,1848,413,330,432,315,358,213.0
404,119.7181,1.57334,2030,401,469,302,506,352,237.0
405,-8.94,1.47045,33,14,5,6,4,4,57.67
406,818.7623,1.444354,6192,1195,1239,1406,1102,1250,300.16
407,-69.3417,1.715109,3146,644,638,661,581,622,400.48
408,9.2195,1.115153,888,191,164,159,191,183,201.86
409,-44.6956,1.06421,1191,259,225,223,276,208,262.82
410,283.6788,0.90137,1946,290,356,550,299,451,316.56
411,-55.5932,1.282848,708,112,142,212,105,137,199.65
412,744.5292,1.366662,6453,1386,1231,1245,1329,1262,283.62
413,114.8315,0.931297,2416,541,446,557,450,422,323.82
414,175.0241,1.151789,2125,539,384,453,449,300,296.07
415,429.8987,1.006653,3226,703,570,727,693,533,354.69
416,51.5144,0.92142,1036,180,177,182,273,224,524.32
417,50.7072,0.938546,3419,760,594,704,711,650,304.43
418,151.3877,0.926703,2693,579,594,549,472,499,239.19
419,-132.4576,0.992646,281,50,71,64,43,53,88.1
420,-78.6395,0.99792,6247,1235,1211,1311,1311,1179,278.0
421,83.6533,1.560429,2151,428,404,593,386,340,170.51
422,47.334,1.163787,1345,297,277,294,284,193,128.82
423,73.3452,1.116208,880,151,171,186,127,245,265.96
424,235.2856,0.972203,2373,424,446,678,440,385,326.43
425,564.4673,1.119012,5113,934,1062,1039,1122,956,273.94
426,354.9635,0.763512,1785,316,327,351,352,439,272.45
427,-447.7459,1.211004,1201,261,212,193,282,253,194.82
428,844.8615,0.780186,5350,1010,986,1198,1153,1003,257.58
429,-459.9449,1.091409,3591,829,685,780,697,600,298.72
430,313.3259,1.09212,3519,657,731,673,847,611,315.98
431,459.174,1.174224,5411,1046,1150,971,1141,1103,243.88
432,-829.6306,1.018567,2331,531,433,590,393,384,220.25
433,-113.8895,1.035089,393,57,98,72,70,96,240.98
434,-65.2383,1.143152,1979,379,378,522,333,367,169.39
435,115.5466,0.736934,3942,806,675,982,647,832,257.01
436,125.9844,0.992665,4865,1052,814,1139,960,900,310.12
437,162.6071,0.967013,3534,650,694,764,650,776,412.71
438,-47.3668,1.001463,26,2,3,2,17,2,491.24
439,84.7786,1.042163,621,103,150,97,113,158,450.04
440,-44.6865,0.927876,513,141,112,91,79,90,135.49
441,151.4552,0.952637,3092,797,515,697,557,526,225.0
442,861.89,0.677418,5353,1005,988,1074,1060,1226,306.75
443,1214.3267,0.952826,7881,1585,1548,1584,1497,1667,255.02
444,-17.4747,0.873739,288,38,69,55,84,42,120.76
445,1736.3034,0.987886,11103,2118,2148,2256,2019,2562,297.34
446,466.4318,0.940324,4675,915,919,882,1000,959,333.4
447,-75.6137,0.936063,242,40,40,92,27,43,242.78
448,146.6319,0.94587,1782,358,320,414,320,370,276.37
449,79.325,1.018259,2266,485,461,541,326,453,277.18
450,521.6925,0.845725,4724,927,952,935,967,943,283.79
451,54.1632,1.005405,1447,358,194,319,330,246,676.01
452,1083.1288,0.847895,8525,1572,1680,1626,1707,1940,268.83
453,180.5305,0.827541,3780,688,760,739,832,761,297.21
454,-36.9616,0.85983,20,2,9,3,2,4,631.62
455,753.7436,0.888709,8996,1700,1859,1899,1666,1872,281.58
456,63.9235,0.995658,1134,202,234,216,258,224,207.11
457,906.2309,1.036625,8421,1498,1554,1985,1624,1760,331.55
458,162.1781,0.906352,2073,355,380,464,345,529,263.7
459,159.5593,0.921834,2035,369,409,430,415,412,233.67
460,553.1651,0.957111,4510,894,865,921,928,902,240.29
461,296.9788,0.959379,3997,702,827,949,811,708,428.53
462,218.7442,0.933338,2468,518,499,646,405,400,297.76
463,-17.8665,0.881126,2478,617,481,602,412,366,340.16
464,1067.5216,0.844633,8567,1595,1696,1621,1645,2010,264.69
465,1982.1493,0.461533,19775,3864,3942,4047,3835,4087,307.91
466,985.6902,0.838467,6071,1046,1230,1425,1069,1301,285.11
467,506.3904,0.857381,2458,438,454,568,429,569,276.66
468,151.3875,0.930816,2998,808,638,589,462,501,229.31
469,1453.1015,0.917667,8800,1687,1798,1824,1696,1795,306.75
470,417.6826,0.749664,3884,764,705,801,750,864,304.52
471,121.3173,0.834833,1986,329,343,451,420,443,552.03
472,18.9776,0.73919,670,131,119,148,104,168,542.57
473,641.9263,1.048399,3429,691,605,658,637,838,314.74
474,620.2671,0.984977,5797,1084,1176,1135,1266,1136,315.11
475,366.9878,0.88733,3685,666,674,875,785,685,325.05
476,176.5961,0.787875,3595,673,718,857,636,711,325.3
477,-10.0,0.811271,1,0,1,0,0,0,38.42
478,244.6341,0.787856,1331,271,225,231,391,213,430.25
479,175.1063,0.746064,2274,423,438,403,529,481,416.04
480,39.8354,0.844962,455,59,52,77,126,141,438.95
