episode,score,loss,ep_length,action_0,action_1,action_2,action_3,action_4,shark_dist_avg
116,-18.2196,1.179969,288,65,48,50,66,59,582.76
117,58.6209,1.666368,1118,206,210,310,188,204,479.0
118,-54.3606,1.37689,408,77,79,113,58,81,615.57
119,138.6673,1.33934,960,180,176,249,185,170,571.22
120,279.2497,1.363827,2193,399,473,518,396,407,501.53
121,77.5854,1.585346,843,202,192,131,155,163,506.03
122,367.6572,0.918734,2588,483,463,728,440,474,242.33
123,-119.9035,1.823564,2357,475,420,550,429,483,533.26
124,330.1696,1.035647,2546,464,490,698,440,454,416.47
125,-11.0094,1.265917,2,0,0,0,0,2,766.38
126,179.8032,1.091748,941,171,209,224,162,175,334.32
127,111.0141,1.00658,1160,213,208,301,222,216,512.05
128,0.2674,0.404236,1495,302,286,303,305,299,352.67
129,298.4904,1.083791,2193,417,409,574,394,399,394.14
130,201.0679,0.868466,2394,446,440,669,424,415,448.82
131,144.6285,1.570202,1886,376,349,463,356,342,507.48
132,-11.0734,1.061829,12,3,3,3,1,2,53.36
133,19.0675,1.105537,2249,402,435,554,441,417,355.16
134,-96.496,1.617448,94,21,14,21,20,18,104.2
135,393.6287,0.617227,3741,686,677,1038,670,670,352.49
136,-54.5031,0.798672,294,54,50,75,54,61,668.74
137,-91.4025,1.396932,2835,562,484,777,503,509,340.0
138,-41.1009,1.746073,594,145,116,116,103,114,488.82
139,-21.6846,3.057651,39,15,4,8,6,6,64.74
140,-65.1271,1.054908,95,22,14,18,23,18,651.15
141,-20.1885,1.170438,1088,206,218,261,193,210,541.88
142,303.3624,0.913541,1900,334,355,552,331,328,374.49
143,-22.3132,1.424419,10,2,2,2,2,2,640.26
144,152.3823,1.128245,763,126,155,203,133,146,353.34
145,46.8073,1.242662,2175,387,448,571,380,389,384.44
146,64.8545,1.290627,670,132,133,135,118,152,456.09
147,438.5412,1.245931,2828,554,518,813,467,476,443.62
148,7.6512,1.236741,310,48,53,100,48,61,115.99
149,101.066,1.440395,1574,294,294,423,293,270,342.27
150,-49.9883,1.869916,487,74,114,129,101,69,654.77
151,146.8149,1.268761,596,112,115,132,105,132,631.77
152,80.3175,0.580008,517,87,113,133,90,94,469.29
153,652.6436,1.576292,7667,1446,1429,2081,1367,1344,229.45
154,323.5932,7.781987,2122,373,408,541,392,408,306.5
155,216.8834,0.527181,1606,282,275,474,272,303,405.29
156,-37.9566,1.139379,30,7,5,8,5,5,689.99
157,140.7229,0.665158,986,205,185,235,155,206,408.97
158,-34.7807,2.325161,31,3,8,6,8,6,356.13
159,-10.0,1.382553,1,0,0,0,1,0,16.55
160,61.5069,1.315205,2503,488,441,659,425,490,426.88
161,-10.202,1.223234,16,7,2,2,2,3,54.19
162,152.512,1.462441,995,188,192,250,171,194,512.52
163,262.7179,0.892444,2641,504,504,756,440,437,383.86
164,36.8281,2.016948,1749,345,316,428,322,338,504.2
165,146.3773,1.429988,1212,244,222,341,203,202,466.44
166,729.9879,1.217011,7138,1424,1336,1693,1345,1340,290.6
167,-13.4229,0.760054,352,59,92,69,78,54,578.21
168,-250.9766,1.312876,683,133,128,197,107,118,102.41
169,686.401,2.033107,4888,998,910,1199,815,966,337.6
170,167.7801,1.694132,1303,251,250,294,279,229,432.69
171,-79.6603,1.156753,148,29,19,49,25,26,774.77
172,214.9926,2.47445,1735,328,352,461,285,309,560.26
173,104.0711,0.759868,1265,241,212,349,219,244,470.65
174,146.2089,1.216275,3741,709,762,982,637,651,323.39
175,101.4147,1.140569,826,137,177,220,136,156,476.15
176,-100.216,3.59966,145,31,24,28,38,24,614.7
177,-19.1666,1.577482,59,12,7,10,18,12,109.48
178,874.7088,1.40957,7226,1443,1342,1701,1374,1366,307.19
179,138.4021,1.3725,2413,487,476,664,405,381,426.62
180,-2.7789,1.340643,93,14,21,26,11,21,610.6
181,-17.2952,0.853108,7,4,0,0,1,2,576.65
182,383.0878,1.159354,3124,610,583,812,519,600,421.21
183,1064.4368,1.218226,7214,1391,1288,1899,1213,1423,339.26
184,4.1754,0.994052,408,67,76,132,70,63,599.31
185,415.9452,1.467096,2977,591,546,763,521,556,419.34
186,83.2339,1.264136,443,94,110,62,73,104,475.89
187,26.5114,1.194168,505,95,82,144,84,100,386.4
188,274.0048,1.490484,2857,544,554,803,492,464,436.97
189,309.8298,1.447584,2480,515,468,653,390,454,358.67
190,313.2241,1.219381,2493,551,400,479,505,558,307.76
191,342.6992,2.788059,2640,506,467,770,468,429,439.5
192,350.614,1.520848,4464,800,829,1149,824,862,343.56
193,321.3497,1.276462,4034,769,726,1177,671,691,354.95
194,94.7459,1.193745,1440,273,276,394,225,272,622.19
195,493.3213,1.333242,3597,751,715,801,673,657,403.55
196,-65.3592,1.15675,83,18,14,26,10,15,95.77
197,1331.8032,0.617893,10430,2018,2000,2353,2115,1944,304.02
198,434.7297,0.618434,2794,521,500,821,467,485,348.73
199,444.128,1.081577,3562,651,611,1103,601,596,328.59
200,537.5555,1.184947,3442,605,625,1005,581,626,338.25
201,245.2004,1.167537,1561,296,268,455,271,271,550.61
202,-17.1522,1.387223,87,19,18,10,17,23,143.42
203,14.7341,1.049193,339,64,70,85,55,65,583.94
204,1867.222,0.571295,12058,2436,2233,2701,2410,2278,326.08
205,43.8459,1.52114,886,204,154,188,200,140,123.97
206,310.9023,0.688551,2436,480,484,374,617,481,334.81
207,271.2008,1.281604,2198,426,371,502,456,443,409.71
208,260.9267,1.199292,3490,673,660,758,797,602,394.06
209,-36.9456,0.952914,30,11,5,5,3,6,720.81
210,308.0722,1.054335,2802,567,523,756,474,482,298.55
211,-10.0,1.017097,1,0,0,0,0,1,44.05
212,1295.6498,0.601227,8464,1696,1599,1902,1632,1635,336.94
213,457.5189,0.660109,3527,609,644,1032,626,616,385.29
214,-8.8664,1.517745,65,10,10,10,14,21,132.37
215,-1.9737,0.857531,1147,237,212,230,247,221,424.01
216,451.3796,0.939294,3400,633,649,881,593,644,418.56
217,-33.9756,1.220002,139,43,25,19,31,21,89.94
218,-12.2794,0.942418,3,1,0,0,2,0,322.21
219,20.42,0.529121,270,45,40,90,42,53,307.04
220,-61.9608,0.782171,67,11,15,19,14,8,603.62
221,492.1712,0.768335,4123,809,721,1226,668,699,337.82
222,560.9121,1.342516,3436,576,622,985,640,613,365.68
223,196.5844,1.4071,2236,432,415,368,633,388,418.93
224,-72.7107,0.607781,93,38,12,12,16,15,116.53
225,8.2863,1.208117,785,166,168,167,128,156,530.51
226,670.1903,1.039488,4240,827,763,1122,723,805,356.42
227,161.3691,0.893943,1432,284,283,289,273,303,279.09
228,11.9762,1.076416,483,116,76,133,87,71,734.37
229,-25.4853,0.687874,330,75,55,55,79,66,139.17
230,50.7892,0.835524,1356,297,238,287,317,217,428.58
231,224.5667,0.907181,2042,381,383,568,352,358,413.22
232,368.0169,0.829535,2583,497,476,611,480,519,461.11
233,505.2883,1.022013,3656,717,703,980,562,694,384.3
234,550.5541,1.165575,4322,773,775,1211,798,765,326.38
235,393.9597,0.828564,5264,1119,1062,1155,952,976,382.82
236,8.711,0.995533,367,73,56,109,58,71,148.78
237,141.5054,0.722249,949,196,181,163,209,200,340.27
238,27.6285,0.756963,1549,290,281,387,280,311,438.54
239,146.3093,0.874251,1047,221,192,252,181,201,465.12
240,499.0688,0.945796,2867,636,524,590,514,603,405.94
241,40.0214,0.891511,1549,326,292,339,310,282,367.93
242,247.9742,0.93252,2426,493,479,543,417,494,466.2
243,529.0381,0.824044,4492,789,916,1196,786,805,364.26
244,-10.0,0.917364,1,0,0,1,0,0,34.01
245,282.4508,0.793234,1896,400,350,452,340,354,575.56
246,589.3368,0.84883,4055,835,734,928,784,774,345.85
247,-10.0,0.817329,1,0,0,0,0,1,208.33
248,453.4169,0.524328,4113,794,729,1172,704,714,342.75
249,277.606,0.982164,5033,891,960,1321,915,946,316.41
250,167.3403,1.29044,547,96,100,153,82,116,400.23
251,256.2118,0.851453,3115,547,665,741,581,581,384.74
252,395.388,0.622542,3695,763,707,841,707,677,416.41
253,185.6558,0.600938,1524,269,268,486,218,283,386.35
254,67.6666,0.723946,2225,446,451,442,448,438,475.07
255,-28.7471,0.566971,37,11,5,12,4,5,73.19
256,298.2131,0.820248,1622,334,282,468,269,269,515.26
257,20.4606,0.904109,565,93,123,116,91,142,494.15
258,645.437,0.380855,3536,625,622,933,664,692,385.96
259,143.3615,0.602817,2717,514,562,607,457,577,373.34
260,-23.1455,0.706798,35,10,7,8,3,7,74.0
261,108.6143,0.612358,4947,964,1037,972,1075,899,360.63
262,16.1186,0.568342,293,38,57,91,70,37,770.99
263,77.0725,0.499626,3908,767,787,951,718,685,343.78
264,37.1619,0.933565,564,103,99,127,88,147,570.76
265,-17.424,0.956763,7,2,0,1,0,4,640.92
266,235.1003,0.755843,2014,392,388,414,436,384,519.87
267,459.8944,0.912242,6468,1267,1338,1412,1208,1243,310.78
268,327.0894,1.279556,2554,411,521,674,508,440,247.34
269,-56.239,0.843418,145,46,20,28,25,26,75.53
270,-32.9882,0.916804,348,86,64,78,58,62,160.79
271,54.1466,0.978792,570,88,104,118,99,161,622.77
272,285.39,0.784991,2052,394,378,400,401,479,433.82
273,391.0021,0.967893,2513,501,440,562,463,547,379.9
274,132.9238,1.107007,2762,437,585,644,546,550,475.99
275,-17.6004,1.513225,2230,445,456,439,445,445,531.93
276,81.9229,0.404778,4542,740,1050,1171,827,754,348.53
277,455.3304,1.002889,3882,713,840,849,728,752,392.17
278,-478.4802,0.990624,3535,638,775,724,747,651,449.97
279,46.9193,6.664877,1206,200,203,422,175,206,247.81
280,310.9379,0.962504,3045,514,655,832,559,485,427.89
281,-256.5935,0.880387,4552,782,1027,1023,871,849,376.69
282,75.021,1.041512,605,100,114,149,113,129,473.54
283,-17.5759,0.661785,15,5,2,7,0,1,63.0
284,142.8032,0.994904,4402,792,909,1103,808,790,361.78
285,229.3397,0.862024,1392,212,290,358,215,317,527.78
286,-18.7173,0.7917,29,3,5,12,5,4,63.08
287,-7.7231,0.741866,3458,655,819,658,710,616,452.79
288,255.5806,0.942775,3228,565,683,706,643,631,419.99
289,13.1371,0.873229,3784,638,799,918,696,733,377.08
290,97.3641,0.677136,470,87,65,90,84,144,683.51
291,166.5004,0.877533,714,112,105,214,119,164,584.39
292,86.7567,1.193621,334,53,49,124,54,54,330.43
293,-156.3131,0.822112,4373,796,947,850,887,893,387.44
294,162.4418,0.940145,859,136,153,255,150,165,379.1
295,-6.2141,0.733065,317,57,61,101,54,44,107.57
296,201.7619,1.153509,1791,382,366,464,280,299,417.38
297,-24.4254,0.906431,11,2,4,2,0,3,144.83
298,-52.6843,1.985001,3949,718,851,782,885,713,425.15
299,-170.3135,1.083699,2578,479,509,498,602,490,534.99
300,172.1032,0.888949,3605,640,731,889,748,597,430.29
301,267.4723,0.48741,7032,1250,1495,1543,1432,1312,295.67
302,65.7476,0.877324,1484,268,270,482,243,221,242.27
303,-410.8401,0.805869,2329,431,416,494,558,430,390.87
304,364.871,1.04284,2769,495,555,585,572,562,445.7
305,-30.3559,0.89238,89,7,35,24,7,16,70.38
306,327.5742,1.163025,1275,250,254,277,198,296,402.39
307,147.4105,1.0114,4074,748,817,1013,738,758,424.94
308,-8.7922,0.554752,199,46,52,38,29,34,561.14
309,18.0033,0.876058,1139,199,213,402,163,162,241.42
310,-29.2089,0.892246,13,2,7,1,2,1,374.48
311,-231.697,0.555283,634,116,130,180,95,113,575.97
312,-795.5384,0.855423,5790,1032,1131,1180,1261,1186,376.29
313,-160.7693,1.028193,1482,297,274,433,244,234,618.87
314,311.2379,0.968355,3958,698,812,840,861,747,396.09
315,-114.4236,0.621888,95,24,18,30,15,8,628.22
316,468.2259,0.867599,5054,845,999,1058,1071,1081,311.25
317,191.4333,1.108967,3352,617,686,686,670,693,444.56
318,5.1021,0.681647,283,42,53,100,47,41,584.82
319,144.3999,0.63144,1861,302,388,461,309,401,595.05
320,-410.0166,0.972244,4289,792,875,1138,801,683,422.95
321,269.8059,0.863642,3831,718,774,1050,631,658,401.83
322,275.5255,1.018125,1711,342,289,361,330,389,537.97
323,-270.4118,0.697644,4405,850,957,963,927,708,417.24
324,-265.7946,1.076339,4036,721,890,919,786,720,449.57
325,-42.8556,1.024486,2278,391,532,531,450,374,600.0
326,-560.4228,0.52655,4155,772,858,1032,791,702,433.93
327,-142.578,0.815167,4266,792,954,914,831,775,404.91
328,793.9349,1.264039,8481,1508,1525,2010,1694,1744,296.27
329,-67.3629,0.546439,839,137,164,216,194,128,747.49
330,181.1425,0.648012,860,151,222,254,96,137,300.02
331,-204.7632,0.761192,3562,655,805,779,734,589,487.31
332,-55.3661,0.884728,252,44,31,88,47,42,435.72
333,-112.4363,0.982886,184,27,32,55,42,28,115.4
334,89.5695,1.901743,463,68,65,179,84,67,293.22
335,124.6583,0.9168,2371,420,557,500,467,427,584.79
336,8.4575,0.714043,637,107,117,81,191,141,573.3
337,-52.4034,0.434103,3931,693,797,798,971,672,453.82
338,381.3325,0.858421,4816,859,1008,1118,944,887,385.1
339,127.2385,0.924371,1014,171,173,222,245,203,505.67
340,219.8039,0.597811,5811,1038,1085,1438,1176,1074,327.02
341,-89.3512,0.694778,124,19,20,28,36,21,462.87
342,345.55,0.675985,4079,766,866,896,885,666,392.83
343,-46.0593,0.633692,536,97,108,84,112,135,741.16
344,6.8658,0.661387,340,53,55,143,44,45,630.91
345,13.6432,0.6256,4207,820,878,932,776,801,405.91
346,-355.3818,0.564579,4082,797,848,885,879,673,453.02
347,63.4831,0.83881,4319,977,814,957,714,857,370.66
348,652.3277,0.879287,8545,1552,1691,1673,2197,1432,361.01
349,653.1703,0.830677,6000,1056,1295,1332,1220,1097,362.02
350,-49.9272,0.432016,63,7,18,9,7,22,626.73
351,-42.0943,0.760289,348,46,82,89,81,50,103.11
352,80.9764,1.222045,560,115,74,118,168,85,348.05
353,-47.3016,1.057505,20,3,2,1,13,1,853.53
354,-40.5914,1.245044,5419,985,1190,1163,1003,1078,356.26
355,556.7311,1.016456,5111,879,1011,1177,1074,970,378.81
356,520.2008,2.376852,4048,774,836,953,724,761,363.62
357,-24.7936,0.584035,64,5,31,11,8,9,64.09
358,325.9738,1.355006,3222,663,644,699,706,510,233.3
359,195.3438,0.948935,1034,170,220,158,250,236,344.17
360,364.4448,1.104049,2552,461,527,587,508,469,471.71
361,12.0946,1.254072,4455,786,819,880,1228,742,417.63
362,302.7349,1.382389,2201,396,469,559,393,384,572.42
363,-10.0,0.716173,1,1,0,0,0,0,21.63
364,41.733,1.081866,390,83,51,68,116,72,527.53
365,-23.0493,1.402906,72,12,29,8,10,13,67.44
366,561.303,1.526511,5655,1092,1167,1185,1208,1003,406.27
367,93.6147,1.385164,2335,536,502,485,470,342,601.58
368,238.0969,1.051611,1761,304,329,284,452,392,250.08
369,590.5732,0.415482,5101,981,963,1137,909,1111,326.42
370,458.71,2.01496,2859,516,565,727,516,535,447.84
371,26.4384,0.857054,698,123,119,99,254,103,343.56
372,758.8169,0.579151,4508,876,880,947,932,873,328.85
373,-9.2569,1.201039,7,0,2,2,2,1,53.61
374,475.8043,1.502423,5646,1053,1176,1074,1432,911,410.78
375,242.9045,1.28039,4136,792,806,859,928,751,379.16
376,259.203,1.70919,2132,391,376,536,387,442,414.44
377,170.3632,1.439502,1859,363,380,363,479,274,303.71
378,-19.6607,1.951282,11,2,5,1,3,0,407.11
379,61.0215,1.243069,2120,422,386,319,654,339,207.83
380,-10.0,1.893576,1,0,0,0,1,0,445.9
381,-62.062,1.480855,72,24,17,10,16,5,610.6
382,395.2601,2.136669,2509,524,545,647,426,367,489.79
383,159.9848,1.078689,4101,854,872,884,796,695,389.22
384,428.1114,1.65306,2688,499,489,660,587,453,383.23
385,258.1608,1.18396,2482,512,499,640,381,450,536.82
386,-10.0,1.431203,1,1,0,0,0,0,36.4
387,-76.7386,1.479184,530,91,74,186,71,108,173.95
388,175.1309,1.208934,2057,398,423,492,376,368,575.23
389,163.0401,1.205903,1960,429,348,337,494,352,236.96
390,790.2446,1.27621,4735,863,917,1038,1098,819,399.1
391,506.3941,1.343502,5709,1116,1120,1366,997,1110,345.75
392,387.924,1.338217,4522,967,924,980,833,818,389.9
393,-11.6605,1.074335,435,74,96,77,115,73,796.13
394,439.572,0.366275,3660,724,787,957,633,559,438.15
395,-10.0,1.196964,1,0,0,0,0,1,23.85
396,259.343,1.237573,2757,589,444,563,697,464,227.56
397,168.7029,1.165455,1075,191,191,216,275,202,359.61
398,473.7588,1.553475,3866,765,778,745,925,653,352.89
399,229.8938,0.658549,3276,638,674,921,616,427,507.95
400,433.7788,1.101165,3206,620,644,781,639,522,451.69
401,520.4428,1.667354,6443,1202,1168,1152,1630,1291,266.61
402,419.9832,0.493163,3315,620,638,898,567,592,464.15
403,481.4383,1.270178,3712,651,701,959,784,617,419.59
404,500.4587,1.110621,3553,695,731,918,590,619,426.04
405,-29.5161,0.950104,45,17,3,15,2,8,65.88
406,-10.0,1.217338,1,1,0,0,0,0,42.49
407,1406.7887,1.03107,7487,1353,1282,1775,1271,1806,301.61
408,137.4358,0.757539,1678,376,340,337,382,243,643.6
409,916.5276,1.188152,5136,1032,911,1120,911,1162,318.57
410,-18.6173,1.051016,502,111,57,144,99,91,536.11
411,-53.4706,1.443847,93,10,12,15,16,40,327.95
412,759.7859,1.115747,4718,982,852,1124,781,979,377.0
413,-74.6009,1.200715,1114,178,153,185,312,286,461.93
414,-41.3342,1.032743,99,16,22,10,38,13,74.65
415,336.919,0.938028,2624,531,488,425,609,571,363.92
416,-162.8693,1.024974,1932,375,336,544,388,289,385.63
417,78.0614,0.822039,2082,468,318,538,417,341,362.0
418,246.4029,1.019178,2359,414,382,480,624,459,346.7
419,298.4943,1.034731,2814,544,469,464,652,685,336.46
420,-40.3809,0.613587,59,5,11,6,21,16,92.24
421,895.9195,0.995058,6458,1178,1213,1614,1214,1239,322.81
422,-0.7271,1.064785,1146,217,225,327,200,177,110.97
423,313.6507,0.640194,3702,755,753,838,753,603,416.45
424,224.949,1.140278,3897,727,797,994,692,687,404.02
425,381.0221,0.836187,3666,737,767,820,762,580,444.69
426,490.4063,1.02109,3709,726,744,1160,536,543,429.6
427,720.8999,0.537652,5382,1008,945,1481,922,1026,201.04
428,1638.6446,0.890657,9711,1877,1876,2091,2043,1824,298.2
429,325.2742,0.88236,3127,585,530,861,543,608,194.34
430,417.9889,0.892714,3162,616,523,770,754,499,137.57
431,349.0468,0.753095,5695,1115,1181,1221,1340,838,366.61
432,12.8779,1.022019,206,53,48,25,53,27,211.62
433,665.088,0.366684,4391,969,839,1046,752,785,316.71
434,-4.6014,0.748031,2128,538,450,468,375,297,619.73
435,-13.4066,0.670127,48,4,5,7,19,13,109.68
436,729.5552,0.597647,5475,1102,1136,1184,1217,836,364.93
437,492.0435,0.638477,3627,692,759,923,661,592,418.49
438,435.059,0.527109,3769,730,787,980,647,625,407.07
439,30.7279,0.666587,474,131,80,90,112,61,352.78
440,908.5386,0.551895,7341,1409,1346,1587,1540,1459,355.34
441,98.9722,0.585842,1690,361,337,383,345,264,584.13
442,330.2382,0.475627,4058,773,761,814,880,830,429.18
443,919.3868,0.663673,8095,1646,1523,1825,1778,1323,320.98
444,208.1999,0.454193,874,124,121,368,118,143,563.38
445,-25.3341,0.532979,13,2,2,5,2,2,865.48
446,1120.9106,0.59571,5926,1153,1057,1314,1243,1159,324.5
447,1204.9267,0.758782,7874,1494,1619,1616,1687,1458,374.88
448,623.0747,0.584184,5614,1191,982,1367,1077,997,381.19
449,-61.7178,0.661457,380,81,83,50,101,65,466.81
450,-126.5988,0.483093,494,114,98,80,131,71,443.86
451,422.5926,0.69124,3414,606,580,795,666,767,365.7
452,58.8801,0.354613,506,73,71,145,72,145,465.86
453,311.1683,0.488226,3649,705,708,1145,570,521,426.45
454,-49.6337,0.504109,42,9,3,19,2,9,633.5
455,-10.0,0.659369,1,0,1,0,0,0,42.76
456,772.6547,0.541451,4523,881,836,1053,951,802,419.33
457,-80.8937,0.5577,931,174,291,165,179,122,145.47
458,341.2202,0.613128,3813,836,762,944,627,644,437.56
459,372.5935,0.575752,4728,847,953,1128,1040,760,417.95
460,142.9703,0.676932,1122,183,167,344,143,285,459.35
461,197.0234,0.757915,1821,335,343,434,373,336,157.08
462,582.7392,0.405032,4920,960,943,1112,1009,896,415.34
463,220.7247,0.620499,3193,718,618,833,551,473,500.52
464,643.5675,0.514443,3586,628,625,916,700,717,284.29
465,-27.663,0.541713,89,17,10,14,32,16,547.26
466,317.9848,0.658472,3904,733,761,1050,652,708,387.61
467,401.7605,0.845455,3441,731,655,613,727,715,239.49
468,154.4416,0.853224,2854,478,701,509,617,549,205.66
469,-43.3785,0.992617,195,55,50,46,20,24,60.55
470,125.5827,0.720325,1479,348,233,325,265,308,449.98
471,192.8888,0.551172,2133,505,348,635,358,287,209.19
472,466.5049,0.837612,3591,680,687,957,639,628,438.22
473,342.7941,0.563314,3945,757,781,1000,744,663,405.67
474,-90.2767,0.751542,312,57,35,77,100,43,659.07
475,-103.1837,0.757328,224,35,32,51,81,25,143.25
476,398.0216,0.689324,3584,710,592,728,716,838,242.66
