episode,score,loss,ep_length,action_0,action_1,action_2,action_3,action_4,shark_dist_avg
1,97.0863,56.89984,1200,275,224,240,230,231,358.11
2,-50.7508,10.989604,788,162,159,145,168,154,568.57
3,102.8747,6.493227,1426,277,307,289,293,260,137.31
4,-22.106,4.522159,819,138,184,174,154,169,684.77
5,75.9625,3.606929,962,168,199,194,193,208,494.2
6,54.2252,2.908043,946,198,174,203,159,212,479.23
